,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
OFF,HY VEE WINE & SPIRITS #1215,1400 N HENDERSON,GALESBURG,IL,61401,3093432500,1215,2740781,20251114,Eddy Variety Pack 2/12/12oz can #6,LIQUOR/PACKAGE STORE,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6,6,0.435485,216,36,1,1,1,1,1,1,6,6,1,0,0,0,0,0,04/01/2025,06/26/2025,0,5,-6,-6,-0.435485,-216,-36,-1,-1,-1,-1,-1,-1,-6,-6,-1,0,0,0,0,0,0,-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Eddy Variety Pack 2/12/12oz Can,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",7,7,0.508067,252,36,1,1,1,1,1,1,7,7,1,0,0,0,175,0,02/25/2026,07/08/2026,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,7,7,0.508067,252,36,1,1,1,1,1,1,7,7,1,0,0,0,175,0,25,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Easy Eddy 4/6/12oz Can,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",7,7,0.508067,252,36,1,1,1,1,1,1,7,7,1,0,0,0,175,0,02/13/2026,06/19/2026,25,7,6,6,0.435486,216,36,1,1,1,1,1,1,6,6,1,0,0,0,0,0,02/19/2025,07/16/2025,0,6,1,1,0.072581,36,0,0,0,0,0,0,0,1,1,0,0,0,0,175,0,25,1,0.166666666667,0.166666666667,0.166666666667,0.16666666667,0,0,0,0,0,0,0,0.166666666667,0.166666666667,0,0,0,0,1,0,1,0.166667
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Citrus Surfer 2/12/12oz Can,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",7,7,0.508067,231,33,1,1,1,1,1,1,7,7,1,0,0,0,161,0,02/11/2026,06/05/2026,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,7,7,0.508067,231,33,1,1,1,1,1,1,7,7,1,0,0,0,161,0,23,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Citrus Surfer 4/6/12oz Can,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",7,7,0.508067,231,33,1,1,1,1,1,1,7,7,1,0,0,0,161,0,02/25/2026,06/12/2026,23,7,2,2,0.145162,66,33,1,1,1,1,1,1,2,2,1,0,0,0,0,0,03/05/2025,04/04/2025,0,2,5,5,0.362905,165,0,0,0,0,0,0,0,5,5,0,0,0,0,161,0,23,5,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,1,0,1,2.5
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Easy Eddy 2/12/12oz Can,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",6,6,0.435485,216,36,1,1,1,1,1,1,6,6,1,0,0,0,150,0,01/21/2026,05/27/2026,25,5,10,10,0.725809,360,36,1,1,1,1,1,1,10,10,1,0,0,0,0,0,01/03/2025,05/21/2025,0,9,-4,-4,-0.290324,-144,0,0,0,0,0,0,0,-4,-4,0,0,0,0,150,0,25,-4,-0.4,-0.4,-0.400000551109,-0.4,0,0,0,0,0,0,0,-0.4,-0.4,0,0,0,0,1,0,1,-0.444444
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Neighborhood Beer 4/6/12oz Can,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",4,4,0.290324,120,30,1,1,1,1,1,1,4,4,1,0,0,0,82,0,01/14/2026,06/10/2026,20.5,4,6,6,0.435486,180,30,1,1,1,1,1,1,6,6,1,0,0,0,0,0,03/28/2025,06/25/2025,0,6,-2,-2,-0.145162,-60,0,0,0,0,0,0,0,-2,-2,0,0,0,0,82,0,20.5,-2,-0.333333333333,-0.333333333333,-0.333333333333,-0.33333333333,0,0,0,0,0,0,0,-0.333333333333,-0.333333333333,0,0,0,0,1,0,1,-0.333333
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Easy Eddy 1/12/19.2 oz Can,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",2.4,3,0.174195,78,26,1,1,1,1,1,1,2.4,2.4,1,0,0,0,0,0,01/14/2026,05/20/2026,0,3,2.4,3,0.174195,78,26,1,1,1,1,1,1,2.4,2.4,1,0,0,0,0,0,01/17/2025,06/27/2025,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Summer Jam 6/4/12oz Can,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2,2,0.145162,108,54,1,1,1,1,1,1,2,2,1,0,0,0,0,0,05/14/2025,07/09/2025,0,2,-2,-2,-0.145162,-108,-54,-1,-1,-1,-1,-1,-1,-2,-2,-1,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Juicy Jam 6/4/12oz can,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,54,54,1,1,1,1,1,1,1,1,1,0,0,0,0,0,02/14/2025,02/14/2025,0,1,-1,-1,-0.072581,-54,-54,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
OFF,HY VEE FOOD STORE #1216,2030 E MAIN ST,GALESBURG,IL,61401,3093421618,1216,2383877,20251114,Eddy Variety Pack 2/12/12oz can #6,SUPERMARKET,"MIKALAH LESSAR 036- G&M Distributors - Galesburg,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,5,5,0.362905,180,36,1,1,1,1,1,1,5,5,1,0,0,0,0,0,05/23/2025,07/18/2025,0,5,-5,-5,-0.362905,-180,-36,-1,-1,-1,-1,-1,-1,-5,-5,-1,0,0,0,0,0,0,-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Easy Eddy 2/12/12oz Can,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",11,11,0.798389,396,36,1,1,1,1,1,1,11,11,1,0,0,0,275,0,01/16/2026,06/12/2026,25,9,5,5,0.362903,180,36,1,1,1,1,1,1,5,5,1,0,0,0,0,0,01/17/2025,06/27/2025,0,3,6,6,0.435486,216,0,0,0,0,0,0,0,6,6,0,0,0,0,275,0,25,6,1.2,1.2,1.200006613337,1.2,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,1,0,1,2
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Easy Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",8,8,0.580648,288,36,1,1,1,1,1,1,8,8,1,0,0,0,200,0,01/16/2026,06/26/2026,25,8,3,3,0.217743,108,36,1,1,1,1,1,1,3,3,1,0,0,0,0,0,01/24/2025,07/18/2025,0,3,5,5,0.362905,180,0,0,0,0,0,0,0,5,5,0,0,0,0,200,0,25,5,1.666666666667,1.666666666667,1.666666666667,1.66666666667,0,0,0,0,0,0,0,1.666666666667,1.666666666667,0,0,0,0,1,0,1,1.666667
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Easy Eddy 1/12/19.2 oz Can,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",4,5,0.290325,130,26,1,1,1,1,1,1,4,4,1,0,0,0,0,0,02/27/2026,06/12/2026,0,5,1.6,2,0.11613,52,26,1,1,1,1,1,1,1.6,1.6,1,0,0,0,0,0,01/17/2025,06/06/2025,0,2,2.4,3,0.174195,78,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,3,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,1.5
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Neighborhood Beer 1/6 Barrel Keg,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,45,0,07/03/2026,07/03/2026,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,45,0,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Easy Eddy 1/6 Barrel Keg,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",2.293333,1,0.166452,90,90,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,0,0,05/22/2026,05/22/2026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,90,90,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Neighborhood Beer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",2,2,0.145162,60,30,1,1,1,1,1,1,2,2,1,0,0,0,41,0,04/24/2026,05/08/2026,20.5,2,2,2,0.145162,60,30,1,1,1,1,1,1,2,2,1,0,0,0,0,0,03/21/2025,04/04/2025,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Strawberry Jam 6/4/12oz can,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",2,2,0.145162,108,54,1,1,1,1,1,1,2,2,1,0,0,0,0,0,03/27/2026,04/10/2026,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2,2,0.145162,108,54,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Triple Eddy 4/6/8oz Can,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",1.333334,2,0.096774,72,36,1,1,1,1,1,1,1.333334,1.333334,1,0,0,0,0,0,04/10/2026,05/22/2026,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1.333334,2,0.096774,72,36,1,1,1,1,1,1,1.333334,1.333334,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Rainbow Connection 6/4/12oz Can,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",1,1,0.072581,54,54,1,1,1,1,1,1,1,1,1,0,0,0,0,0,06/05/2026,06/05/2026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,54,54,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,LIQUOR N WINE,2930 E LINCOLNWAY,STERLING,IL,61081,8152078887,,4456876,20250729,Citrus Surfer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"JAMES JONES-AB 045- G&M Distributors - Dixon, IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,3,3,0.217743,99,33,1,1,1,1,1,1,3,3,1,0,0,0,0,0,01/10/2025,06/27/2025,0,3,-3,-3,-0.217743,-99,-33,-1,-1,-1,-1,-1,-1,-3,-3,-1,0,0,0,0,0,0,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
