,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
ON,CLINK,4617 N PROSPECT RD STE 12A,PEORIA HEIGHTS,IL,61616,3093609775,,4269503,20250701,Citrus Surfer 1/2 Barrel Keg,BAR/TAVERN,"JAMES COWEN 084- Brewers Distributing Inc., IL",27.555556,4,2,640,160,1,1,1,1,1,1,27.555556,27.555556,1,0,0,0,430,0,01/07/2026,06/03/2026,107.5,4,20.666667,3,1.5,480,160,1,1,1,1,1,1,20.666667,20.666667,1,0,0,0,0,0,03/26/2025,07/16/2025,0,3,6.888889,1,0.5,160,0,0,0,0,0,0,0,6.888889,6.888889,0,0,0,0,430,0,107.5,1,0.333333333333,0.333333333333,0.333333333333,0.33333333333,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0,0,0,0,1,0,1,0.333333
ON,CLINK,4617 N PROSPECT RD STE 12A,PEORIA HEIGHTS,IL,61616,3093609775,,4269503,20250701,Easy Eddy 1/6 Barrel Keg,BAR/TAVERN,"JAMES COWEN 084- Brewers Distributing Inc., IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,16.053333,7,1.165162,630,90,1,1,1,1,1,1,16.053333,16.053333,1,0,0,0,0,0,04/30/2025,06/11/2025,0,5,-16.053333,-7,-1.165162,-630,-90,-1,-1,-1,-1,-1,-1,-16.053333,-16.053333,-1,0,0,0,0,0,0,-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
ON,CLINK,4617 N PROSPECT RD STE 12A,PEORIA HEIGHTS,IL,61616,3093609775,,4269503,20250701,Citrus Surfer 1/6 Barrel Keg,BAR/TAVERN,"JAMES COWEN 084- Brewers Distributing Inc., IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4.586666,2,0.332904,140,70,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,0,0,01/31/2025,03/05/2025,0,2,-4.586666,-2,-0.332904,-140,-70,-1,-1,-1,-1,-1,-1,-4.586666,-4.586666,-1,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
ON,QUAIL MEADOWS GOLF COURSE,2215 CENTENNIAL DR,WASHINGTON,IL,61571,3096943139,,2492063,20250510,Easy Eddy 1/6 Barrel Keg,RECREATION/ ENTERTAINMENT,"TIM CULBERTSON 083- Brewers Distributing Inc., IL",20.639997,9,1.498068,810,90,1,1,1,1,1,1,20.639997,20.639997,1,0,0,0,544.5,0,01/20/2026,05/19/2026,60.5,9,9.173332,4,0.665808,360,90,1,1,1,1,1,1,9.173332,9.173332,1,0,0,0,0,0,01/07/2025,05/09/2025,0,4,11.466665,5,0.83226,450,0,0,0,0,0,0,0,11.466665,11.466665,0,0,0,0,544.5,0,60.5,5,1.25,1.25,1.25,1.25,0,0,0,0,0,0,0,1.25,1.25,0,0,0,0,1,0,1,1.25
ON,QUAIL MEADOWS GOLF COURSE,2215 CENTENNIAL DR,WASHINGTON,IL,61571,3096943139,,2492063,20250510,Citrus Surfer 1/6 Barrel Keg,RECREATION/ ENTERTAINMENT,"TIM CULBERTSON 083- Brewers Distributing Inc., IL",6.879999,3,0.499356,210,70,1,1,1,1,1,1,6.879999,6.879999,1,0,0,0,139.5,0,03/24/2026,04/28/2026,46.5,3,25.226663,11,1.830972,770,70,1,1,1,1,1,1,25.226663,25.226663,1,0,0,0,0,0,01/07/2025,06/30/2025,0,11,-18.346664,-8,-1.331616,-560,0,0,0,0,0,0,0,-18.346664,-18.346664,0,0,0,0,139.5,0,46.5,-8,-0.727272727273,-0.727272727273,-0.727272727273,-0.72727272727,0,0,0,0,0,0,0,-0.727272727273,-0.727272727273,0,0,0,0,1,0,1,-0.727273
ON,QUAIL MEADOWS GOLF COURSE,2215 CENTENNIAL DR,WASHINGTON,IL,61571,3096943139,,2492063,20250510,Neighborhood Beer 4/6/12oz Can,RECREATION/ ENTERTAINMENT,"TIM CULBERTSON 083- Brewers Distributing Inc., IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,30,30,1,1,1,1,1,1,1,1,1,0,0,0,0,0,05/09/2025,05/09/2025,0,1,-1,-1,-0.072581,-30,-30,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
ON,QUAIL MEADOWS GOLF COURSE,2215 CENTENNIAL DR,WASHINGTON,IL,61571,3096943139,,2492063,20250510,Citrus Surfer 4/6/12oz Can,RECREATION/ ENTERTAINMENT,"TIM CULBERTSON 083- Brewers Distributing Inc., IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,33,33,1,1,1,1,1,1,1,1,1,0,0,0,0,0,05/09/2025,05/09/2025,0,1,-1,-1,-0.072581,-33,-33,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
ON,QUAIL MEADOWS GOLF COURSE,2215 CENTENNIAL DR,WASHINGTON,IL,61571,3096943139,,2492063,20250510,Easy Eddy 4/6/12oz Can,RECREATION/ ENTERTAINMENT,"TIM CULBERTSON 083- Brewers Distributing Inc., IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,36,36,1,1,1,1,1,1,1,1,1,0,0,0,0,0,05/09/2025,05/09/2025,0,1,-1,-1,-0.072581,-36,-36,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
ON,SEASONS,133 S MAIN ST,MORTON,IL,61550,3092569041,,3940770,20250730,Citrus Surfer 1/2 Barrel Keg,RESTAURANT,"TIM CULBERTSON 083- Brewers Distributing Inc., IL",13.777778,2,1,320,160,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,215,0,03/20/2026,05/15/2026,107.5,2,6.888889,1,0.5,160,160,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,0,0,04/04/2025,04/04/2025,0,1,6.888889,1,0.5,160,0,0,0,0,0,0,0,6.888889,6.888889,0,0,0,0,215,0,107.5,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
ON,BLUE DUCK BARBECUE TAVERN,212 SW WATER ST STE B,PEORIA,IL,61602,3099815801,,3772423,0,Easy Eddy 1/2 Barrel Keg,RESTAURANT,"TRISTAN ZECK 085- Brewers Distributing Inc., IL",13.777778,2,1,420,210,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,284.5,0,02/17/2026,06/02/2026,142.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,13.777778,2,1,420,210,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,284.5,0,142.25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,COUNTRY CLUB BBQ,2510 W FARMINGTON RD,PEORIA,IL,61604,3096459438,,3687374,20241024,Citrus Surfer 1/2 Barrel Keg,BAR/TAVERN,"JAMES COWEN 084- Brewers Distributing Inc., IL",13.777778,2,1,320,160,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,215,0,02/10/2026,06/02/2026,107.5,2,13.777778,2,1,320,160,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,0,0,02/04/2025,05/27/2025,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,107.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ON,TRUST ME TAVERN,10505 N GALENA RD,MOSSVILLE,IL,61552,3095793035,,2496459,20250731,Easy Eddy 1/6 Barrel Keg,BAR/TAVERN,"HUNTER GOSSARD 079- Brewers Distributing Inc., IL",9.173332,4,0.665808,360,90,1,1,1,1,1,1,9.173332,9.173332,1,0,0,0,242,0,01/13/2026,03/17/2026,60.5,4,16.053331,7,1.165164,630,90,1,1,1,1,1,1,16.053331,16.053331,1,0,0,0,0,0,01/14/2025,07/15/2025,0,7,-6.879999,-3,-0.499356,-270,0,0,0,0,0,0,0,-6.879999,-6.879999,0,0,0,0,242,0,60.5,-3,-0.428571428571,-0.428571428571,-0.428571428571,-0.42857142857,0,0,0,0,0,0,0,-0.428571428571,-0.428571428571,0,0,0,0,1,0,1,-0.428571
ON,TRUST ME TAVERN,10505 N GALENA RD,MOSSVILLE,IL,61552,3095793035,,2496459,20250731,Citrus Surfer 1/6 Barrel Keg,BAR/TAVERN,"HUNTER GOSSARD 079- Brewers Distributing Inc., IL",2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,46.5,0,04/21/2026,04/21/2026,46.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,46.5,0,46.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
