,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
ON,THE OLYMPIC,2327 N MAIN ST,ROCKFORD,IL,61103,8159628758,,60694,20260722,Neighborhood Beer 1/6 Barrel Keg,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",2.293333,1,0.166452,67,67,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,45,0,03/02/2026,03/02/2026,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,67,67,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,45,0,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE OLYMPIC,2327 N MAIN ST,ROCKFORD,IL,61103,8159628758,,60694,20260722,Neighbs 4/6/8oz Can,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",1.333333,2,0.096774,48,24,1,1,1,1,1,1,1.333333,1.333333,1,0,0,0,46,0,06/10/2026,06/10/2026,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1.333333,2,0.096774,48,24,1,1,1,1,1,1,1.333333,1.333333,1,0,0,0,46,0,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE OLYMPIC,2327 N MAIN ST,ROCKFORD,IL,61103,8159628758,,60694,20260722,Double Blackberry 6/4/12oz Can,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",1,1,0.072581,55,55,1,1,1,1,1,1,1,1,1,0,0,0,37.15,0,01/21/2026,01/21/2026,37.15,1,1,1,0.072581,55,55,1,1,1,1,1,1,1,1,1,0,0,0,0,0,07/08/2025,07/08/2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.15,0,37.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ON,THE OLYMPIC,2327 N MAIN ST,ROCKFORD,IL,61103,8159628758,,60694,20260722,Citrus Surfer Lime 4/6/12oz Can,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",1,1,0.072581,33,33,1,1,1,1,1,1,1,1,1,0,0,0,23,0,06/10/2026,06/10/2026,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,33,33,1,1,1,1,1,1,1,1,1,0,0,0,23,0,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE OLYMPIC,2327 N MAIN ST,ROCKFORD,IL,61103,8159628758,,60694,20260722,Citrus Surfer 4/6/12oz Can,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",1,1,0.072581,33,33,1,1,1,1,1,1,1,1,1,0,0,0,23,0,01/06/2026,01/06/2026,23,1,2,2,0.145162,66,33,1,1,1,1,1,1,2,2,1,0,0,0,0,0,03/11/2025,05/13/2025,0,2,-1,-1,-0.072581,-33,0,0,0,0,0,0,0,-1,-1,0,0,0,0,23,0,23,-1,-0.5,-0.5,-0.5,-0.5,0,0,0,0,0,0,0,-0.5,-0.5,0,0,0,0,1,0,1,-0.5
ON,THE OLYMPIC,2327 N MAIN ST,ROCKFORD,IL,61103,8159628758,,60694,20260722,Citrus Surfer 1/2 Barrel Keg,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6.888889,1,0.5,170,170,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,0,0,01/07/2025,01/07/2025,0,1,-6.888889,-1,-0.5,-170,-170,-1,-1,-1,-1,-1,-1,-6.888889,-6.888889,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
ON,THE OLYMPIC,2327 N MAIN ST,ROCKFORD,IL,61103,8159628758,,60694,20260722,Lupo 1/2 Barrel,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,34.444445,5,2.5,775,155,1,1,1,1,1,1,34.444445,34.444445,1,0,0,0,0,0,05/13/2025,07/15/2025,0,4,-34.444445,-5,-2.5,-775,-155,-1,-1,-1,-1,-1,-1,-34.444445,-34.444445,-1,0,0,0,0,0,0,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
ON,THE OLYMPIC,2327 N MAIN ST,ROCKFORD,IL,61103,8159628758,,60694,20260722,Rainbow Connection 1/6 Barrel Keg,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.222222,1,0.16129,105,105,1,1,1,1,1,1,2.222222,2.222222,1,0,0,0,0,0,06/17/2025,06/17/2025,0,1,-2.222222,-1,-0.16129,-105,-105,-1,-1,-1,-1,-1,-1,-2.222222,-2.222222,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
ON,THE OLYMPIC,2327 N MAIN ST,ROCKFORD,IL,61103,8159628758,,60694,20260722,Neighborhood Beer 1/2 Barrel Keg,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,34.444445,5,2.5,775,155,1,1,1,1,1,1,34.444445,34.444445,1,0,0,0,0,0,03/11/2025,04/29/2025,0,4,-34.444445,-5,-2.5,-775,-155,-1,-1,-1,-1,-1,-1,-34.444445,-34.444445,-1,0,0,0,0,0,0,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
ON,THE NORWEGIAN,1402 N MAIN ST,ROCKFORD,IL,61103,8153296191,,4209902,20260701,Neighborhood Beer 1/2 Barrel Keg,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",103.333335,15,7.5,2325,155,1,1,1,1,1,1,103.333335,103.333335,1,0,0,0,1560,0,01/30/2026,07/17/2026,104,13,48.222223,7,3.5,1085,155,1,1,1,1,1,1,48.222223,48.222223,1,0,0,0,0,0,05/23/2025,07/11/2025,0,4,55.111112,8,4,1240,0,0,0,0,0,0,0,55.111112,55.111112,0,0,0,0,1560,0,104,9,1.142857142857,1.142857142857,1.142857142857,1.14285714286,0,0,0,0,0,0,0,1.142857142857,1.142857142857,0,0,0,0,1,0,1,2.25
ON,THE NORWEGIAN,1402 N MAIN ST,ROCKFORD,IL,61103,8153296191,,4209902,20260701,Neighborhood Beer 1/6 Barrel Keg,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",9.173333,4,0.665807,268,67,1,1,1,1,1,1,9.173333,9.173333,1,0,0,0,180,0,01/21/2026,05/15/2026,45,2,6.88,3,0.499355,201,67,1,1,1,1,1,1,6.88,6.88,1,0,0,0,0,0,05/15/2025,05/15/2025,0,1,2.293333,1,0.166452,67,0,0,0,0,0,0,0,2.293333,2.293333,0,0,0,0,180,0,45,1,0.333333284884,0.333333333333,0.333334000861,0.33333333333,0,0,0,0,0,0,0,0.333333284884,0.333333284884,0,0,0,0,1,0,1,1
ON,THE NORWEGIAN,1402 N MAIN ST,ROCKFORD,IL,61103,8153296191,,4209902,20260701,Easy Eddy 4/6/12oz Can,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",7,7,0.508065,252,36,1,1,1,1,1,1,7,7,1,0,0,0,175,0,01/21/2026,05/15/2026,25,6,9,9,0.653225,324,36,1,1,1,1,1,1,9,9,1,0,0,0,0,0,05/15/2025,07/11/2025,0,5,-2,-2,-0.14516,-72,0,0,0,0,0,0,0,-2,-2,0,0,0,0,175,0,25,1,-0.222222222222,-0.222222222222,-0.22222052126,-0.22222222222,0,0,0,0,0,0,0,-0.222222222222,-0.222222222222,0,0,0,0,1,0,1,0.2
ON,THE NORWEGIAN,1402 N MAIN ST,ROCKFORD,IL,61103,8153296191,,4209902,20260701,Rainbow Connection 6/4/12oz Can,RESTAURANT,"RTE 36-STEVE V 036- Lamonica Beverages Inc., IL",3,3,0.217742,165,55,1,1,1,1,1,1,3,3,1,0,0,0,111.45,0,05/22/2026,05/22/2026,37.15,1,3,3,0.217742,165,55,1,1,1,1,1,1,3,3,1,0,0,0,0,0,06/06/2025,07/11/2025,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.45,0,37.15,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5
ON,BAKER STREET BURGERS,1603 N ALPINE RD STE 101,ROCKFORD,IL,61107,8156687800,,4074754,20260701,Easy Eddy 1/2 Barrel Keg,RESTAURANT,"RTE 24-IAN W 024- Lamonica Beverages Inc., IL",41.333334,6,3,1260,210,1,1,1,1,1,1,41.333334,41.333334,1,0,0,0,853.5,0,01/15/2026,06/04/2026,142.25,6,48.222223,7,3.5,1470,210,1,1,1,1,1,1,48.222223,48.222223,1,0,0,0,0,0,02/06/2025,06/05/2025,0,7,-6.888889,-1,-0.5,-210,0,0,0,0,0,0,0,-6.888889,-6.888889,0,0,0,0,853.5,0,142.25,-1,-0.142857142857,-0.142857142857,-0.142857142857,-0.14285714286,0,0,0,0,0,0,0,-0.142857142857,-0.142857142857,0,0,0,0,1,0,1,-0.142857
ON,BAKER STREET BURGERS,1603 N ALPINE RD STE 101,ROCKFORD,IL,61107,8156687800,,4074754,20260701,Neighborhood Beer 1/2 Barrel Keg,RESTAURANT,"RTE 24-IAN W 024- Lamonica Beverages Inc., IL",34.444445,5,2.5,775,155,1,1,1,1,1,1,34.444445,34.444445,1,0,0,0,520,0,02/05/2026,06/18/2026,104,5,20.666667,3,1.5,465,155,1,1,1,1,1,1,20.666667,20.666667,1,0,0,0,0,0,04/03/2025,06/05/2025,0,3,13.777778,2,1,310,0,0,0,0,0,0,0,13.777778,13.777778,0,0,0,0,520,0,104,2,0.666666666667,0.666666666667,0.666666666667,0.66666666667,0,0,0,0,0,0,0,0.666666666667,0.666666666667,0,0,0,0,1,0,1,0.666667
ON,BAKER STREET BURGERS,1603 N ALPINE RD STE 101,ROCKFORD,IL,61107,8156687800,,4074754,20260701,Arms Race Pale Ale 1/2 Barrel Keg,RESTAURANT,"RTE 24-IAN W 024- Lamonica Beverages Inc., IL",6.888889,1,0.5,170,170,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,107.5,0,02/26/2026,02/26/2026,107.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6.888889,1,0.5,170,170,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,107.5,0,107.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BAKER STREET BURGERS,1603 N ALPINE RD STE 101,ROCKFORD,IL,61107,8156687800,,4074754,20260701,Neighborhood Beer 4/6/12oz Can,RESTAURANT,"RTE 24-IAN W 024- Lamonica Beverages Inc., IL",6,6,0.435486,180,30,1,1,1,1,1,1,6,6,1,0,0,0,123,0,01/15/2026,06/18/2026,20.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6,6,0.435486,180,30,1,1,1,1,1,1,6,6,1,0,0,0,123,0,20.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BAKER STREET BURGERS,1603 N ALPINE RD STE 101,ROCKFORD,IL,61107,8156687800,,4074754,20260701,Easy Eddy 4/6/12oz Can,RESTAURANT,"RTE 24-IAN W 024- Lamonica Beverages Inc., IL",5,5,0.362905,180,36,1,1,1,1,1,1,5,5,1,0,0,0,125,0,01/15/2026,06/18/2026,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,5,5,0.362905,180,36,1,1,1,1,1,1,5,5,1,0,0,0,125,0,25,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BAKER STREET BURGERS,1603 N ALPINE RD STE 101,ROCKFORD,IL,61107,8156687800,,4074754,20260701,Burch the Bear 1/6 Barrel,RESTAURANT,"RTE 24-IAN W 024- Lamonica Beverages Inc., IL",2.293333,1,0.166452,87,87,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,46.5,0,01/08/2026,01/08/2026,46.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,87,87,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,46.5,0,46.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BAKER STREET BURGERS,1603 N ALPINE RD STE 101,ROCKFORD,IL,61107,8156687800,,4074754,20260701,Neighbs 4/6/8oz Can,RESTAURANT,"RTE 24-IAN W 024- Lamonica Beverages Inc., IL",1.333333,2,0.096774,48,24,1,1,1,1,1,1,1.333333,1.333333,1,0,0,0,46,0,07/16/2026,07/16/2026,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1.333333,2,0.096774,48,24,1,1,1,1,1,1,1.333333,1.333333,1,0,0,0,46,0,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BAKER STREET BURGERS,1603 N ALPINE RD STE 101,ROCKFORD,IL,61107,8156687800,,4074754,20260701,Easy Eddy 2/12/12oz Can,RESTAURANT,"RTE 24-IAN W 024- Lamonica Beverages Inc., IL",1,1,0.072581,36,36,1,1,1,1,1,1,1,1,1,0,0,0,25,0,01/29/2026,01/29/2026,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,36,36,1,1,1,1,1,1,1,1,1,0,0,0,25,0,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
