,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
ON,STEVES PIZZA PALACE,175 W MAIN ST,PLATTEVILLE,WI,53818,6083483136,,2896546,20260423,Neighborhood Beer 1/2 Barrel Keg,RESTAURANT,JOSHUA SWENSON 7- Wisconsin Distributors - Sun Pra,6.888889,1,0.5,135,135,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,95,0,01/30/2026,01/30/2026,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6.888889,1,0.5,135,135,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,95,0,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,RIVER WALK PUB & RESTAURANT,911 RIVER RD,WISCONSIN DELLS,WI,53965,6082548215,,2711912,20260624,Citrus Surfer 1/2 Barrel Keg,BAR/TAVERN,MATT MARION 26- Wisconsin Distributors - Sun Prair,34.444445,5,2.5,800,160,1,1,1,1,1,1,34.444445,34.444445,1,0,0,0,560,0,03/31/2026,06/09/2026,112,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,34.444445,5,2.5,800,160,1,1,1,1,1,1,34.444445,34.444445,1,0,0,0,560,0,112,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,RIVER WALK PUB & RESTAURANT,911 RIVER RD,WISCONSIN DELLS,WI,53965,6082548215,,2711912,20260624,Easy Eddy 1/6 Barrel Keg,BAR/TAVERN,MATT MARION 26- Wisconsin Distributors - Sun Prair,4.586666,2,0.332904,160,80,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,112,0,07/03/2026,07/14/2026,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4.586666,2,0.332904,160,80,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,112,0,56,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,RIVER WALK PUB & RESTAURANT,911 RIVER RD,WISCONSIN DELLS,WI,53965,6082548215,,2711912,20260624,Citrus Surfer 1/6 Barrel Keg,BAR/TAVERN,MATT MARION 26- Wisconsin Distributors - Sun Prair,2.293333,1,0.166452,60,60,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,42,0,07/14/2026,07/14/2026,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,60,60,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,42,0,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,KNUTH BREWING CO,230 WATSON ST,RIPON,WI,54971,9207485188,,3938480,20260225,Easy Eddy 1/2 Barrel Keg,RESTAURANT,GRACE SONNTAG 42- Wisconsin Distributors - Appleto,13.777778,2,1,380,190,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,266,0,06/26/2026,06/26/2026,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,13.777778,2,1,380,190,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,266,0,133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,KNUTH BREWING CO,230 WATSON ST,RIPON,WI,54971,9207485188,,3938480,20260225,Easy Eddy 1/6 Barrel Keg,RESTAURANT,GRACE SONNTAG 42- Wisconsin Distributors - Appleto,11.466666,5,0.832259,400,80,1,1,1,1,1,1,11.466666,11.466666,1,0,0,0,280,0,02/27/2026,06/26/2026,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,11.466666,5,0.832259,400,80,1,1,1,1,1,1,11.466666,11.466666,1,0,0,0,280,0,56,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,KNUTH BREWING CO,230 WATSON ST,RIPON,WI,54971,9207485188,,3938480,20260225,Neighborhood Beer 1/6 Barrel Keg,RESTAURANT,GRACE SONNTAG 42- Wisconsin Distributors - Appleto,9.173333,4,0.665807,220,55,1,1,1,1,1,1,9.173333,9.173333,1,0,0,0,152,0,02/27/2026,05/22/2026,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,9.173333,4,0.665807,220,55,1,1,1,1,1,1,9.173333,9.173333,1,0,0,0,152,0,38,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,KNUTH BREWING CO,230 WATSON ST,RIPON,WI,54971,9207485188,,3938480,20260225,Citrus Surfer 1/6 Barrel Keg,RESTAURANT,GRACE SONNTAG 42- Wisconsin Distributors - Appleto,4.586666,2,0.332904,120,60,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,02/27/2026,05/22/2026,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4.586666,2,0.332904,120,60,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,42,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,MUSKELLOUNGE AND SPORTING CLUB,4102 MONONA DR,MADISON,WI,53716,9999999999,,4379764,20260617,Easy Eddy 1/2 Barrel Keg,BAR/TAVERN,SEAN GERBER 3- Wisconsin Distributors - Sun Prairi,34.444445,5,2.5,950,190,1,1,1,1,1,1,34.444445,34.444445,1,0,0,0,665,0,02/12/2026,07/09/2026,133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,34.444445,5,2.5,950,190,1,1,1,1,1,1,34.444445,34.444445,1,0,0,0,665,0,133,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,GATES & BROVI,3502 MONROE ST,MADISON,WI,53711,6085165288,,3496155,20260708,Easy Eddy 1/2 Barrel Keg,RESTAURANT,RACHAEL BITTNER 22- Wisconsin Distributors - Sun P,27.555556,4,2,760,190,1,1,1,1,1,1,27.555556,27.555556,1,0,0,0,532,0,01/20/2026,07/07/2026,133,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,27.555556,4,2,760,190,1,1,1,1,1,1,27.555556,27.555556,1,0,0,0,532,0,133,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,GATES & BROVI,3502 MONROE ST,MADISON,WI,53711,6085165288,,3496155,20260708,Citrus Surfer 1/2 Barrel Keg,RESTAURANT,RACHAEL BITTNER 22- Wisconsin Distributors - Sun P,6.888889,1,0.5,160,160,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,112,0,02/04/2026,02/04/2026,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6.888889,1,0.5,160,160,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,112,0,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,SUGAR RIVER PIZZA COMPANY,957 LIBERTY DR STE 100,VERONA,WI,53593,6084971800,,3960117,20260611,Easy Eddy 1/6 Barrel Keg,RESTAURANT,RACHAEL BITTNER 22- Wisconsin Distributors - Sun P,16.053332,7,1.165163,560,80,1,1,1,1,1,1,16.053332,16.053332,1,0,0,0,392,0,01/16/2026,06/19/2026,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,16.053332,7,1.165163,560,80,1,1,1,1,1,1,16.053332,16.053332,1,0,0,0,392,0,56,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,SUGAR RIVER PIZZA COMPANY,957 LIBERTY DR STE 100,VERONA,WI,53593,6084971800,,3960117,20260611,Citrus Surfer 1/6 Barrel Keg,RESTAURANT,RACHAEL BITTNER 22- Wisconsin Distributors - Sun P,13.759999,6,0.998711,360,60,1,1,1,1,1,1,13.759999,13.759999,1,0,0,0,252,0,02/13/2026,06/19/2026,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,13.759999,6,0.998711,360,60,1,1,1,1,1,1,13.759999,13.759999,1,0,0,0,252,0,42,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,SUGAR RIVER PIZZA COMPANY,957 LIBERTY DR STE 100,VERONA,WI,53593,6084971800,,3960117,20260611,Rainbow Connection 1/6 Barrel Keg,RESTAURANT,RACHAEL BITTNER 22- Wisconsin Distributors - Sun P,2.222222,1,0.16129,90,90,1,1,1,1,1,1,2.222222,2.222222,1,0,0,0,0,0,05/29/2026,05/29/2026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.222222,1,0.16129,90,90,1,1,1,1,1,1,2.222222,2.222222,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,SUGAR RIVER PIZZA COMPANY,957 LIBERTY DR STE 100,VERONA,WI,53593,6084971800,,3960117,20260611,Citrus Surfer 4/6/12oz Can,RESTAURANT,RACHAEL BITTNER 22- Wisconsin Distributors - Sun P,1,1,0.072581,33,33,1,1,1,1,1,1,1,1,1,0,0,0,23,0,05/15/2026,05/15/2026,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,33,33,1,1,1,1,1,1,1,1,1,0,0,0,23,0,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,CLUB 5,5 APPLEGATE RD,MADISON,WI,53713,6082779700,,3041305,0,Easy Eddy 1/2 Barrel Keg,BAR/TAVERN,CLAYTON LAUTENSLAGER 19- Wisconsin Distributors -,20.666667,3,1.5,570,190,1,1,1,1,1,1,20.666667,20.666667,1,0,0,0,399,0,05/01/2026,06/26/2026,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,20.666667,3,1.5,570,190,1,1,1,1,1,1,20.666667,20.666667,1,0,0,0,399,0,133,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,CLUB 5,5 APPLEGATE RD,MADISON,WI,53713,6082779700,,3041305,0,Easy Eddy 1/6 Barrel Keg,BAR/TAVERN,CLAYTON LAUTENSLAGER 19- Wisconsin Distributors -,9.173332,4,0.665808,320,80,1,1,1,1,1,1,9.173332,9.173332,1,0,0,0,224,0,01/23/2026,04/03/2026,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,9.173332,4,0.665808,320,80,1,1,1,1,1,1,9.173332,9.173332,1,0,0,0,224,0,56,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,CLUB 5,5 APPLEGATE RD,MADISON,WI,53713,6082779700,,3041305,0,Neighborhood Beer 1/6 Barrel Keg,BAR/TAVERN,CLAYTON LAUTENSLAGER 19- Wisconsin Distributors -,2.293333,1,0.166452,55,55,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,38,0,05/15/2026,05/15/2026,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,55,55,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,38,0,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,LONGTABLE BEER CAFE,7545 HUBBARD AVE,MIDDLETON,WI,53562,6088412337,,4060272,20260708,Neighborhood Beer 1/2 Barrel Keg,BAR/TAVERN,"DAN ALLEN 1- Wisconsin Distributors - Sun Prairie,",13.777778,2,1,270,135,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,190,0,01/09/2026,07/10/2026,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,13.777778,2,1,270,135,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,190,0,95,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,LONGTABLE BEER CAFE,7545 HUBBARD AVE,MIDDLETON,WI,53562,6088412337,,4060272,20260708,Easy Eddy 1/2 Barrel Keg,BAR/TAVERN,"DAN ALLEN 1- Wisconsin Distributors - Sun Prairie,",6.888889,1,0.5,190,190,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,133,0,01/09/2026,01/09/2026,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6.888889,1,0.5,190,190,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,133,0,133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,LONGTABLE BEER CAFE,7545 HUBBARD AVE,MIDDLETON,WI,53562,6088412337,,4060272,20260708,Citrus Surfer 1/6 Barrel Keg,BAR/TAVERN,"DAN ALLEN 1- Wisconsin Distributors - Sun Prairie,",4.586666,2,0.332904,120,60,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,01/09/2026,04/10/2026,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4.586666,2,0.332904,120,60,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,42,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,LONGTABLE BEER CAFE,7545 HUBBARD AVE,MIDDLETON,WI,53562,6088412337,,4060272,20260708,Neighborhood Beer 4/6/12oz Can,BAR/TAVERN,"DAN ALLEN 1- Wisconsin Distributors - Sun Prairie,",3,3,0.217743,90,30,1,1,1,1,1,1,3,3,1,0,0,0,63,0,04/03/2026,07/17/2026,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,3,3,0.217743,90,30,1,1,1,1,1,1,3,3,1,0,0,0,63,0,21,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,LONGTABLE BEER CAFE,7545 HUBBARD AVE,MIDDLETON,WI,53562,6088412337,,4060272,20260708,Royal Eddy 1/6 Barrel Keg,BAR/TAVERN,"DAN ALLEN 1- Wisconsin Distributors - Sun Prairie,",2.293333,1,0.166452,80,80,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,56,0,01/13/2026,01/13/2026,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,80,80,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,56,0,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
