,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
OFF,HY VEE FOOD STORE #1185,840 E 23RD ST,FREMONT,NE,68025,4027276717,1185,2574781,20260604,Easy Eddy 4/6/12oz Can,SUPERMARKET,"BRENT WILBERDING 100- Eagle Distributing Inc., NE",12,12,0.87097,468,39,1,1,1,1,1,1,12,12,1,0,0,0,0,0,01/22/2026,07/16/2026,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,12,12,0.87097,468,39,1,1,1,1,1,1,12,12,1,0,0,0,0,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,HY VEE FOOD STORE #1185,840 E 23RD ST,FREMONT,NE,68025,4027276717,1185,2574781,20260604,Citrus Surfer 4/6/12oz Can,SUPERMARKET,"BRENT WILBERDING 100- Eagle Distributing Inc., NE",10,10,0.72581,360,36,1,1,1,1,1,1,10,10,1,0,0,0,240,0,01/22/2026,05/28/2026,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,10,10,0.72581,360,36,1,1,1,1,1,1,10,10,1,0,0,0,240,0,24,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1185,840 E 23RD ST,FREMONT,NE,68025,4027276717,1185,2574781,20260604,Neighborhood Beer 4/6/12oz Can,SUPERMARKET,"BRENT WILBERDING 100- Eagle Distributing Inc., NE",5,5,0.362905,165,33,1,1,1,1,1,1,5,5,1,0,0,0,108.75,0,04/06/2026,07/09/2026,21.75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,5,5,0.362905,165,33,1,1,1,1,1,1,5,5,1,0,0,0,108.75,0,21.75,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1461,2107 TAYLOR AVE,NORFOLK,NE,68701,4023717071,1461,2862937,20260205,Easy Eddy 4/6/12oz Can,SUPERMARKET,"CHARLES KUCERA 302- Eagle Distributing Inc., NE",16,16,1.161295,624,39,1,1,1,1,1,1,16,16,1,0,0,0,0,0,01/02/2026,07/07/2026,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,16,16,1.161295,624,39,1,1,1,1,1,1,16,16,1,0,0,0,0,0,0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,HY VEE FOOD STORE #1461,2107 TAYLOR AVE,NORFOLK,NE,68701,4023717071,1461,2862937,20260205,Neighborhood Beer 4/6/12oz Can,SUPERMARKET,"CHARLES KUCERA 302- Eagle Distributing Inc., NE",6,6,0.435485,198,33,1,1,1,1,1,1,6,6,1,0,0,0,130.5,0,01/02/2026,05/29/2026,21.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6,6,0.435485,198,33,1,1,1,1,1,1,6,6,1,0,0,0,130.5,0,21.75,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1461,2107 TAYLOR AVE,NORFOLK,NE,68701,4023717071,1461,2862937,20260205,Easy Eddy 1/12/19.2 oz Can,SUPERMARKET,"CHARLES KUCERA 302- Eagle Distributing Inc., NE",1.6,2,0.11613,58,29,1,1,1,1,1,1,1.6,1.6,1,0,0,0,38.8,0,01/02/2026,05/01/2026,19.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1.6,2,0.11613,58,29,1,1,1,1,1,1,1.6,1.6,1,0,0,0,38.8,0,19.4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1461,2107 TAYLOR AVE,NORFOLK,NE,68701,4023717071,1461,2862937,20260205,Citrus Surfer 1/12/19.2oz Can,SUPERMARKET,"CHARLES KUCERA 302- Eagle Distributing Inc., NE",0.8,1,0.058065,29,29,1,1,1,1,1,1,0.8,0.8,1,0,0,0,19.4,0,01/02/2026,01/02/2026,19.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,0.8,1,0.058065,29,29,1,1,1,1,1,1,0.8,0.8,1,0,0,0,19.4,0,19.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,LOUIES LIQUOR,4318 23RD ST,COLUMBUS,NE,68601,4022187095,,4599692,0,Citrus Surfer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"WERNER RANGEL 103- Eagle Distributing Inc., NE",7,7,0.508067,252,36,1,1,1,1,1,1,7,7,1,0,0,0,168,0,01/20/2026,07/14/2026,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,7,7,0.508067,252,36,1,1,1,1,1,1,7,7,1,0,0,0,168,0,24,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,LOUIES LIQUOR,4318 23RD ST,COLUMBUS,NE,68601,4022187095,,4599692,0,Easy Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"WERNER RANGEL 103- Eagle Distributing Inc., NE",7,7,0.508067,273,39,1,1,1,1,1,1,7,7,1,0,0,0,0,0,01/20/2026,06/18/2026,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,7,7,0.508067,273,39,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,LOUIES LIQUOR,4318 23RD ST,COLUMBUS,NE,68601,4022187095,,4599692,0,Neighborhood Beer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"WERNER RANGEL 103- Eagle Distributing Inc., NE",6,6,0.435486,198,33,1,1,1,1,1,1,6,6,1,0,0,0,130.5,0,01/20/2026,06/30/2026,21.75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6,6,0.435486,198,33,1,1,1,1,1,1,6,6,1,0,0,0,130.5,0,21.75,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,WINE BEER & SPIRITS,1111 ALLEN DR,GRAND ISLAND,NE,68803,5313751805,,4463094,20260623,Easy Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"BOBBY SINSEL 507- Eagle Dist of Grand Island - NE,",7,7,0.508066,273,39,1,1,1,1,1,1,7,7,1,0,0,0,0,0,01/12/2026,06/11/2026,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,7,7,0.508066,273,39,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,WINE BEER & SPIRITS,1111 ALLEN DR,GRAND ISLAND,NE,68803,5313751805,,4463094,20260623,Citrus Surfer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"BOBBY SINSEL 507- Eagle Dist of Grand Island - NE,",5,5,0.362905,180,36,1,1,1,1,1,1,5,5,1,0,0,0,120,0,01/12/2026,07/09/2026,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,5,5,0.362905,180,36,1,1,1,1,1,1,5,5,1,0,0,0,120,0,24,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,WINE BEER & SPIRITS,1111 ALLEN DR,GRAND ISLAND,NE,68803,5313751805,,4463094,20260623,Neighborhood Beer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"BOBBY SINSEL 507- Eagle Dist of Grand Island - NE,",3,3,0.217743,99,33,1,1,1,1,1,1,3,3,1,0,0,0,65.25,0,01/12/2026,06/11/2026,21.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,3,3,0.217743,99,33,1,1,1,1,1,1,3,3,1,0,0,0,65.25,0,21.75,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,WINE BEER & SPIRITS,1111 ALLEN DR,GRAND ISLAND,NE,68803,5313751805,,4463094,20260623,Easy Eddy 1/6 Barrel Keg,LIQUOR/PACKAGE STORE,"BOBBY SINSEL 507- Eagle Dist of Grand Island - NE,",2.293333,1,0.166452,96,96,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,61.25,0,01/12/2026,01/12/2026,61.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,96,96,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,61.25,0,61.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,CASEYS #2238,725 W ELKHORN ST,ARLINGTON,NE,68002,4024785646,2238,2573631,0,Easy Eddy 4/6/12oz Can,CONVENIENCE/ GAS,"BRENT WILBERDING 100- Eagle Distributing Inc., NE",9,9,0.653229,351,39,1,1,1,1,1,1,9,9,1,1,0,1,0,0,01/20/2026,06/16/2026,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,01/01/0001,01/01/0001,0,0,9,9,0.653229,351,39,1,1,1,1,1,1,9,9,1,0,1,0,0,1,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,0,-1,0,1
OFF,CASEYS #2238,725 W ELKHORN ST,ARLINGTON,NE,68002,4024785646,2238,2573631,0,Citrus Surfer 4/6/12oz Can,CONVENIENCE/ GAS,"BRENT WILBERDING 100- Eagle Distributing Inc., NE",4,4,0.290324,144,36,1,1,1,1,1,1,4,4,1,0,0,0,96,0,01/20/2026,03/17/2026,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4,4,0.290324,144,36,1,1,1,1,1,1,4,4,1,0,0,0,96,0,24,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,CASEYS #2238,725 W ELKHORN ST,ARLINGTON,NE,68002,4024785646,2238,2573631,0,Easy Eddy 1/12/19.2 oz Can,CONVENIENCE/ GAS,"BRENT WILBERDING 100- Eagle Distributing Inc., NE",4,5,0.290325,145,29,1,1,1,1,1,1,4,4,1,1,0,1,97,0,01/20/2026,06/02/2026,19.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,01/01/0001,01/01/0001,0,0,4,5,0.290325,145,29,1,1,1,1,1,1,4,4,1,0,1,0,97,1,19.4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,1,-1,1,1
OFF,CASEYS #3206,210 W REICHMUTH RD,VALLEY,NE,68064,4023595163,3206,3567577,0,Easy Eddy 4/6/12oz Can,CONVENIENCE/ GAS,"BRENT WILBERDING 100- Eagle Distributing Inc., NE",10,10,0.72581,390,39,1,1,1,1,1,1,10,10,1,0,0,0,0,0,01/13/2026,04/07/2026,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,10,10,0.72581,390,39,1,1,1,1,1,1,10,10,1,0,0,0,0,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,CASEYS #3206,210 W REICHMUTH RD,VALLEY,NE,68064,4023595163,3206,3567577,0,Easy Eddy 1/12/19.2 oz Can,CONVENIENCE/ GAS,"BRENT WILBERDING 100- Eagle Distributing Inc., NE",4,5,0.290324,145,29,1,1,1,1,1,1,4,4,1,1,0,1,97,0,01/13/2026,06/16/2026,19.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,01/01/0001,01/01/0001,0,0,4,5,0.290324,145,29,1,1,1,1,1,1,4,4,1,0,1,0,97,1,19.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,1,-1,1,1
