,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
OFF,HY VEE FOOD STORE #1051,905 HWY 30 W,CARROLL,IA,51401,7127926333,1051,2740912,0,Double Blackberry 6/4/12oz Can,SUPERMARKET,"BEN BEHRENS 01- Ike Auen Dist, IA",4,4,0.290324,216,54,1,1,1,1,1,1,4,4,1,0,0,0,148.6,0,02/27/2026,07/14/2026,37.15,4,2,2,0.145162,108,54,1,1,1,1,1,1,2,2,1,0,0,0,74.3,0,03/25/2025,07/08/2025,37.15,2,2,2,0.145162,108,0,0,0,0,0,0,0,2,2,0,0,0,0,74.3,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
OFF,HY VEE FOOD STORE #1051,905 HWY 30 W,CARROLL,IA,51401,7127926333,1051,2740912,0,1939 Amber 4/6/12oz Can,SUPERMARKET,"BEN BEHRENS 01- Ike Auen Dist, IA",3,3,0.217743,100.5,33.5,1,1,1,1,1,1,3,3,1,0,0,0,69.75,0,01/16/2026,06/11/2026,23.25,3,2,2,0.145162,67,33.5,1,1,1,1,1,1,2,2,1,0,0,0,46.5,0,04/15/2025,07/15/2025,23.25,2,1,1,0.072581,33.5,0,0,0,0,0,0,0,1,1,0,0,0,0,23.25,0,0,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5
OFF,HY VEE FOOD STORE #1051,905 HWY 30 W,CARROLL,IA,51401,7127926333,1051,2740912,0,Zero Eddy 2/12/12oz Can,SUPERMARKET,"BEN BEHRENS 01- Ike Auen Dist, IA",3,3,0.217743,107.75,35.91666666667,1,1,1,1,1,1,3,3,1,0,0,0,75.75,0,02/27/2026,06/09/2026,25.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,3,3,0.217743,107.75,35.91666666667,1,1,1,1,1,1,3,3,1,0,0,0,75.75,0,25.25,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1051,905 HWY 30 W,CARROLL,IA,51401,7127926333,1051,2740912,0,Zero Eddy 4/6/12oz Can,SUPERMARKET,"BEN BEHRENS 01- Ike Auen Dist, IA",3,3,0.217743,109.5,36.5,1,1,1,1,1,1,3,3,1,0,0,0,75.75,0,02/27/2026,05/05/2026,25.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,3,3,0.217743,109.5,36.5,1,1,1,1,1,1,3,3,1,0,0,0,75.75,0,25.25,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1051,905 HWY 30 W,CARROLL,IA,51401,7127926333,1051,2740912,0,Easy Going 4/6/12oz Can,SUPERMARKET,"BEN BEHRENS 01- Ike Auen Dist, IA",2,2,0.145162,73,36.5,1,1,1,1,1,1,2,2,1,0,0,0,50.5,0,02/27/2026,04/17/2026,25.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2,2,0.145162,73,36.5,1,1,1,1,1,1,2,2,1,0,0,0,50.5,0,25.25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1051,905 HWY 30 W,CARROLL,IA,51401,7127926333,1051,2740912,0,Neighborhood Beer 4/6/12oz Can,SUPERMARKET,"BEN BEHRENS 01- Ike Auen Dist, IA",1,1,0.072581,30,30,1,1,1,1,1,1,1,1,1,0,0,0,20.4,0,07/14/2026,07/14/2026,20.4,1,7,7,0.508067,210,30,1,1,1,1,1,1,7,7,1,0,0,0,0,0,03/21/2025,07/02/2025,0,7,-6,-6,-0.435486,-180,0,0,0,0,0,0,0,-6,-6,0,0,0,0,20.4,0,20.4,-6,-0.857142857143,-0.857142857143,-0.857142857143,-0.85714285714,0,0,0,0,0,0,0,-0.857142857143,-0.857142857143,0,0,0,0,1,0,1,-0.857143
OFF,HY VEE FOOD STORE #1051,905 HWY 30 W,CARROLL,IA,51401,7127926333,1051,2740912,0,Wild Eddy 4/6/12oz Can,SUPERMARKET,"BEN BEHRENS 01- Ike Auen Dist, IA",1,1,0.072581,30,30,1,1,1,1,1,1,1,1,1,0,0,0,25.25,0,02/13/2026,02/13/2026,25.25,1,4,4,0.290324,120,30,1,1,1,1,1,1,4,4,1,0,0,0,101,0,03/21/2025,07/08/2025,25.25,4,-3,-3,-0.217743,-90,0,0,0,0,0,0,0,-3,-3,0,0,0,0,-75.75,0,0,-3,-0.75,-0.75,-0.75,-0.75,0,0,0,0,0,0,0,-0.75,-0.75,0,0,0,0,-0.75,0,0,-0.75
OFF,HY VEE FOOD STORE #1051,905 HWY 30 W,CARROLL,IA,51401,7127926333,1051,2740912,0,Summer Jam 6/4/12oz Can,SUPERMARKET,"BEN BEHRENS 01- Ike Auen Dist, IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,54,54,1,1,1,1,1,1,1,1,1,0,0,0,37.15,0,06/06/2025,06/06/2025,37.15,1,-1,-1,-0.072581,-54,-54,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-37.15,0,-37.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1
OFF,HY VEE FOOD STORE #1051,905 HWY 30 W,CARROLL,IA,51401,7127926333,1051,2740912,0,West Eddy 4/6/12oz Can,SUPERMARKET,"BEN BEHRENS 01- Ike Auen Dist, IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,36.5,36.5,1,1,1,1,1,1,1,1,1,0,0,0,25.25,0,06/30/2025,06/30/2025,25.25,1,-1,-1,-0.072581,-36.5,-36.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-25.25,0,-25.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Easy Eddy 2/12/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",27,27,1.959676,950.5,35.2037037037,1,1,1,1,1,1,27,27,1,0,0,0,681.75,0,01/13/2026,07/16/2026,25.25,14,13,13,0.943548,460.5,35.42307692308,1,1,1,1,1,1,13,13,1,0,0,0,328.25,0,02/04/2025,07/02/2025,25.25,5,14,14,1.016128,490,-0.21937321938,0,0,0,0,0,0,14,14,0,0,0,0,353.5,0,0,9,1.076923076923,1.076923076923,1.07692242472,1.06406080347,-0.006192946475,0,0,0,0,0,0,1.076923076923,1.076923076923,0,0,0,0,1.07692308,0,0,1.8
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Easy Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",12,12,0.870972,438,36.5,1,1,1,1,1,1,12,12,1,0,0,0,303,0,01/13/2026,06/30/2026,25.25,12,11,11,0.798389,401.5,36.5,1,1,1,1,1,1,11,11,1,0,0,0,277.75,0,02/04/2025,07/03/2025,25.25,9,1,1,0.072583,36.5,0,0,0,0,0,0,0,1,1,0,0,0,0,25.25,0,0,3,0.090909090909,0.090909090909,0.090911823685,0.09090909091,0,0,0,0,0,0,0,0.090909090909,0.090909090909,0,0,0,0,0.09090909,0,0,0.333333
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Eddy Variety Pack 2/12/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",8,8,0.580646,285,35.625,1,1,1,1,1,1,8,8,1,0,0,0,202,0,01/20/2026,07/16/2026,25.25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,8,8,0.580646,285,35.625,1,1,1,1,1,1,8,8,1,0,0,0,202,0,25.25,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Citrus Surfer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",4,4,0.290324,134,33.5,1,1,1,1,1,1,4,4,1,0,0,0,93,0,01/13/2026,06/16/2026,23.25,4,7,7,0.508067,234.5,33.5,1,1,1,1,1,1,7,7,1,0,0,0,162.75,0,01/21/2025,06/19/2025,23.25,7,-3,-3,-0.217743,-100.5,0,0,0,0,0,0,0,-3,-3,0,0,0,0,-69.75,0,0,-3,-0.428571428571,-0.428571428571,-0.428571428571,-0.42857142857,0,0,0,0,0,0,0,-0.428571428571,-0.428571428571,0,0,0,0,-0.42857143,0,0,-0.428571
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Double Blackberry 6/4/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",3,3,0.217743,162,54,1,1,1,1,1,1,3,3,1,0,0,0,111.45,0,03/03/2026,07/07/2026,37.15,3,4,4,0.290324,216,54,1,1,1,1,1,1,4,4,1,0,0,0,148.6,0,03/25/2025,06/10/2025,37.15,4,-1,-1,-0.072581,-54,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-37.15,0,0,-1,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,-0.25,0,0,-0.25
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,1939 Amber 4/6/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",2,2,0.145162,67,33.5,1,1,1,1,1,1,2,2,1,0,0,0,46.5,0,01/29/2026,06/11/2026,23.25,2,7,7,0.508067,234.5,33.5,1,1,1,1,1,1,7,7,1,0,0,0,162.75,0,03/14/2025,07/03/2025,23.25,7,-5,-5,-0.362905,-167.5,0,0,0,0,0,0,0,-5,-5,0,0,0,0,-116.25,0,0,-5,-0.714285714286,-0.714285714286,-0.714285714286,-0.71428571429,0,0,0,0,0,0,0,-0.714285714286,-0.714285714286,0,0,0,0,-0.71428571,0,0,-0.714286
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Tigerhawk 2/12/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",2,2,0.145162,60,30,1,1,1,1,1,1,2,2,1,0,0,0,40.8,0,06/30/2026,07/14/2026,20.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2,2,0.145162,60,30,1,1,1,1,1,1,2,2,1,0,0,0,40.8,0,20.4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Easy Going 4/6/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",2,2,0.145162,73,36.5,1,1,1,1,1,1,2,2,1,0,0,0,50.5,0,04/09/2026,06/09/2026,25.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2,2,0.145162,73,36.5,1,1,1,1,1,1,2,2,1,0,0,0,50.5,0,25.25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Citrus Surfer Lime 4/6/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,5,5,0.362905,182.5,36.5,1,1,1,1,1,1,5,5,1,0,0,0,116.25,0,03/21/2025,06/26/2025,23.25,5,-5,-5,-0.362905,-182.5,-36.5,-1,-1,-1,-1,-1,-1,-5,-5,-1,0,0,0,-116.25,0,-23.25,-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Neighborhood Beer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4,4,0.290324,120,30,1,1,1,1,1,1,4,4,1,0,0,0,0,0,03/21/2025,05/22/2025,0,4,-4,-4,-0.290324,-120,-30,-1,-1,-1,-1,-1,-1,-4,-4,-1,0,0,0,0,0,0,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Summer Jam 6/4/12oz Can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2,2,0.145162,108,54,1,1,1,1,1,1,2,2,1,0,0,0,74.3,0,06/03/2025,06/19/2025,37.15,2,-2,-2,-0.145162,-108,-54,-1,-1,-1,-1,-1,-1,-2,-2,-1,0,0,0,-74.3,0,-37.15,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1
OFF,BEER THIRTY,430 E 6TH ST,CARROLL,IA,51401,7127752337,,4545852,0,Juicy Jam 6/4/12oz can,LIQUOR/PACKAGE STORE,"BEN BEHRENS 01- Ike Auen Dist, IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,54,54,1,1,1,1,1,1,1,1,1,0,0,0,37.15,0,01/07/2025,01/07/2025,37.15,1,-1,-1,-0.072581,-54,-54,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-37.15,0,-37.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1
