,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
ON,DISTRICT POUR HAUS,686 MIKE MCCARTHY WA STE 120,GREEN BAY,WI,54304,9202278878,,4912522,20260703,Easy Eddy 1/2 Barrel Keg,BAR/TAVERN,"SALES REP 51 51- Dean Distributing Inc., WI",13.777778,2,1,380,190,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,266,0,02/03/2026,03/31/2026,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,13.777778,2,1,380,190,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,266,0,133,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,DISTRICT POUR HAUS,686 MIKE MCCARTHY WA STE 120,GREEN BAY,WI,54304,9202278878,,4912522,20260703,Easy Eddy 1/6 Barrel Keg,BAR/TAVERN,"SALES REP 51 51- Dean Distributing Inc., WI",9.173332,4,0.665808,285,71.25,1,1,1,1,1,1,9.173332,9.173332,1,0,0,0,224,0,01/06/2026,07/07/2026,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,9.173332,4,0.665808,285,71.25,1,1,1,1,1,1,9.173332,9.173332,1,0,0,0,224,0,56,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,DISTRICT POUR HAUS,686 MIKE MCCARTHY WA STE 120,GREEN BAY,WI,54304,9202278878,,4912522,20260703,Citrus Surfer 1/6 Barrel Keg,BAR/TAVERN,"SALES REP 51 51- Dean Distributing Inc., WI",4.586666,2,0.332904,100,50,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,02/17/2026,05/05/2026,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4.586666,2,0.332904,100,50,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,42,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,DISTRICT POUR HAUS,686 MIKE MCCARTHY WA STE 120,GREEN BAY,WI,54304,9202278878,,4912522,20260703,Summer Jam 1/6 Barrel Keg,BAR/TAVERN,"SALES REP 51 51- Dean Distributing Inc., WI",2.293333,1,0.166452,90,90,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,0,0,07/14/2026,07/14/2026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,90,90,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,REDWOOD INN II,3230 MAIN ST,GREEN BAY,WI,54311,9208636315,,3772072,20260617,Easy Eddy 1/2 Barrel Keg,RESTAURANT,"SALES REP 41 41- Dean Distributing Inc., WI",20.666667,3,1.5,570,190,1,1,1,1,1,1,20.666667,20.666667,1,0,0,0,399,0,02/19/2026,07/09/2026,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,20.666667,3,1.5,570,190,1,1,1,1,1,1,20.666667,20.666667,1,0,0,0,399,0,133,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,REDWOOD INN II,3230 MAIN ST,GREEN BAY,WI,54311,9208636315,,3772072,20260617,Easy Eddy 1/6 Barrel Keg,RESTAURANT,"SALES REP 41 41- Dean Distributing Inc., WI",6.88,3,0.499355,195,65,1,1,1,1,1,1,6.88,6.88,1,0,0,0,168,0,01/08/2026,01/08/2026,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6.88,3,0.499355,195,65,1,1,1,1,1,1,6.88,6.88,1,0,0,0,168,0,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE LANDING,101 LAKESHORE DR W,ASHLAND,WI,54806,7156826727,,4720091,20260609,Neighborhood Beer 1/2 Barrel Keg,RESTAURANT,"SALES REP 250 250- Dean Distributing Inc., WI",13.777778,2,1,270,135,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,190,0,06/18/2026,07/09/2026,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,13.777778,2,1,270,135,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,190,0,95,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE LANDING,101 LAKESHORE DR W,ASHLAND,WI,54806,7156826727,,4720091,20260609,Easy Eddy 1/2 Barrel Keg,RESTAURANT,"SALES REP 250 250- Dean Distributing Inc., WI",6.888889,1,0.5,190,190,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,133,0,06/25/2026,06/25/2026,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6.888889,1,0.5,190,190,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,133,0,133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE LANDING,101 LAKESHORE DR W,ASHLAND,WI,54806,7156826727,,4720091,20260609,Citrus Surfer 1/6 Barrel Keg,RESTAURANT,"SALES REP 250 250- Dean Distributing Inc., WI",4.586666,2,0.332904,95,47.5,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,02/19/2026,05/28/2026,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4.586666,2,0.332904,95,47.5,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,42,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE LANDING,101 LAKESHORE DR W,ASHLAND,WI,54806,7156826727,,4720091,20260609,Easy Eddy 1/6 Barrel Keg,RESTAURANT,"SALES REP 250 250- Dean Distributing Inc., WI",2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,56,0,02/19/2026,02/19/2026,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,56,0,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BUZZ SOCIAL,2310 LINEVILLE RD,GREEN BAY,WI,54313,9205440234,,4485356,0,Easy Eddy 1/6 Barrel Keg,RECREATION/ ENTERTAINMENT,"SALES REP 42 42- Dean Distributing Inc., WI",25.226668,11,1.830967,715,65,1,1,1,1,1,1,25.226668,25.226668,1,0,0,0,616,0,01/30/2026,06/19/2026,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,25.226668,11,1.830967,715,65,1,1,1,1,1,1,25.226668,25.226668,1,0,0,0,616,0,56,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BOATHOUSE ON THE BAY,10716 N BAY SHORE DR,SISTER BAY,WI,54234,9208543223,,3972637,0,Citrus Surfer 1/2 Barrel Keg,RESTAURANT,"SALES REP 47 47- Dean Distributing Inc., WI",13.777778,2,1,320,160,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,224,0,04/23/2026,06/04/2026,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,13.777778,2,1,320,160,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,224,0,112,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BOATHOUSE ON THE BAY,10716 N BAY SHORE DR,SISTER BAY,WI,54234,9208543223,,3972637,0,Citrus Surfer 1/6 Barrel Keg,RESTAURANT,"SALES REP 47 47- Dean Distributing Inc., WI",9.173333,4,0.665806,180,45,1,1,1,1,1,1,9.173333,9.173333,1,0,0,0,168,0,07/02/2026,07/02/2026,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,9.173333,4,0.665806,180,45,1,1,1,1,1,1,9.173333,9.173333,1,0,0,0,168,0,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,FAT BELLY BOWLS,10621 N HIGHLAND RD,SISTER BAY,WI,54234,9208543500,,4371993,0,Easy Eddy 4/6/12oz Can,RESTAURANT,"SALES REP 47 47- Dean Distributing Inc., WI",10,10,0.725806,360,36,1,1,1,1,1,1,10,10,1,0,0,0,250,0,05/14/2026,06/18/2026,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,10,10,0.725806,360,36,1,1,1,1,1,1,10,10,1,0,0,0,250,0,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,FAT BELLY BOWLS,10621 N HIGHLAND RD,SISTER BAY,WI,54234,9208543500,,4371993,0,Easy Eddy 2/12/12oz Can,RESTAURANT,"SALES REP 47 47- Dean Distributing Inc., WI",7,7,0.508065,235.2,33.6,1,1,1,1,1,1,7,7,1,0,0,0,175,0,07/09/2026,07/09/2026,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,7,7,0.508065,235.2,33.6,1,1,1,1,1,1,7,7,1,0,0,0,175,0,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,FAT BELLY BOWLS,10621 N HIGHLAND RD,SISTER BAY,WI,54234,9208543500,,4371993,0,Citrus Surfer 4/6/12oz Can,RESTAURANT,"SALES REP 47 47- Dean Distributing Inc., WI",5,5,0.362903,165,33,1,1,1,1,1,1,5,5,1,0,0,0,115,0,05/14/2026,05/14/2026,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,5,5,0.362903,165,33,1,1,1,1,1,1,5,5,1,0,0,0,115,0,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,AQUALAND ALE HOUSE,10450 MAIN ST,BOULDER JUNCTION,WI,54512,7153850380,,3560352,0,Easy Eddy 1/2 Barrel Keg,BAR/TAVERN,"SALES REP 251 251- Dean Distributing Inc., WI",13.777778,2,1,380,190,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,266,0,01/15/2026,07/02/2026,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,13.777778,2,1,380,190,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,266,0,133,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,AQUALAND ALE HOUSE,10450 MAIN ST,BOULDER JUNCTION,WI,54512,7153850380,,3560352,0,Neighborhood Beer 1/2 Barrel Keg,BAR/TAVERN,"SALES REP 251 251- Dean Distributing Inc., WI",6.888889,1,0.5,135,135,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,95,0,05/28/2026,05/28/2026,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6.888889,1,0.5,135,135,1,1,1,1,1,1,6.888889,6.888889,1,0,0,0,95,0,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,PLAE BISTRO,1671 HOFFMAN RD STE 10,GREEN BAY,WI,54311,9206327065,,4572110,20260709,Easy Eddy 1/2 Barrel Keg,RESTAURANT,"SALES REP 58 58- Dean Distributing Inc., WI",20.666667,3,1.5,570,190,1,1,1,1,1,1,20.666667,20.666667,1,0,0,0,399,0,02/19/2026,06/18/2026,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,20.666667,3,1.5,570,190,1,1,1,1,1,1,20.666667,20.666667,1,0,0,0,399,0,133,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE LODGE ON MAIN,1333 MAIN ST,MARINETTE,WI,54143,7155042000,,4839121,20260106,Easy Eddy 1/2 Barrel Keg,BAR/TAVERN,"SALES REP 46 46- Dean Distributing Inc., WI",13.777778,2,1,380,190,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,266,0,01/21/2026,06/24/2026,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,13.777778,2,1,380,190,1,1,1,1,1,1,13.777778,13.777778,1,0,0,0,266,0,133,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE LODGE ON MAIN,1333 MAIN ST,MARINETTE,WI,54143,7155042000,,4839121,20260106,Citrus Surfer 1/6 Barrel Keg,BAR/TAVERN,"SALES REP 46 46- Dean Distributing Inc., WI",4.586666,2,0.332904,110,55,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,01/07/2026,02/04/2026,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4.586666,2,0.332904,110,55,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,84,0,42,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,THE LODGE ON MAIN,1333 MAIN ST,MARINETTE,WI,54143,7155042000,,4839121,20260106,Easy Eddy 1/6 Barrel Keg,BAR/TAVERN,"SALES REP 46 46- Dean Distributing Inc., WI",2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,56,0,01/07/2026,01/07/2026,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,56,0,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,MOOSE JAW,W770 WIND SONG LN,PARK FALLS,WI,54552,7157623028,,3496943,0,Easy Eddy 1/6 Barrel Keg,HOTEL/ MOTEL,"SALES REP 252 252- Dean Distributing Inc., WI",20.64,9,1.498065,600,66.66666666667,1,1,1,1,1,1,20.64,20.64,1,0,0,0,504,0,01/16/2026,07/03/2026,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,20.64,9,1.498065,600,66.66666666667,1,1,1,1,1,1,20.64,20.64,1,0,0,0,504,0,56,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
