,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Neighborhood Beer 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",11,11,0.798391,330,30,1,1,1,1,1,1,11,11,1,0,0,0,224.4,0,01/13/2026,07/08/2026,20.4,11,15,15,1.088713,450,30,1,1,1,1,1,1,15,15,1,0,0,0,0,0,03/21/2025,07/08/2025,0,13,-4,-4,-0.290322,-120,0,0,0,0,0,0,0,-4,-4,0,0,0,0,224.4,0,20.4,-2,-0.266666666667,-0.266666666667,-0.26666531951,-0.26666666667,0,0,0,0,0,0,0,-0.266666666667,-0.266666666667,0,0,0,0,1,0,1,-0.153846
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Easy Going 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",10,10,0.72581,380,38,1,1,1,1,1,1,10,10,1,0,0,0,228,0,03/03/2026,07/08/2026,22.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,10,10,0.72581,380,38,1,1,1,1,1,1,10,10,1,0,0,0,228,0,22.8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Citrus Surfer 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",10,10,0.72581,335,33.5,1,1,1,1,1,1,10,10,1,0,0,0,232.5,0,01/13/2026,05/27/2026,23.25,10,16,16,1.161295,536,33.5,1,1,1,1,1,1,16,16,1,0,0,0,372,0,01/10/2025,07/03/2025,23.25,15,-6,-6,-0.435485,-201,0,0,0,0,0,0,0,-6,-6,0,0,0,0,-139.5,0,0,-5,-0.375,-0.375,-0.374999461808,-0.375,0,0,0,0,0,0,0,-0.375,-0.375,0,0,0,0,-0.375,0,0,-0.333333
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Citrus Surfer Variety Pack 2/12/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",9,9,0.653225,334.5,37.16666666667,1,1,1,1,1,1,9,9,1,0,0,0,209.25,0,01/13/2026,05/22/2026,23.25,5,12,12,0.870968,438,36.5,1,1,1,1,1,1,12,12,1,0,0,0,279,0,05/02/2025,07/11/2025,23.25,5,-3,-3,-0.217743,-103.5,0.66666666667,0,0,0,0,0,0,-3,-3,0,0,0,0,-69.75,0,0,0,-0.25,-0.25,-0.250001148148,-0.23630136986,0.018264840183,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,-0.25,0,0,0
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,1939 Amber 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",8,8,0.580647,268,33.5,1,1,1,1,1,1,8,8,1,0,0,0,186,0,02/03/2026,06/30/2026,23.25,7,7,7,0.508067,234.5,33.5,1,1,1,1,1,1,7,7,1,0,0,0,162.75,0,01/24/2025,06/17/2025,23.25,7,1,1,0.07258,33.5,0,0,0,0,0,0,0,1,1,0,0,0,0,23.25,0,0,0,0.142857142857,0.142857142857,0.142855174613,0.14285714286,0,0,0,0,0,0,0,0.142857142857,0.142857142857,0,0,0,0,0.14285714,0,0,0
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Royal Eddy 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",8,8,0.580648,304,38,1,1,1,1,1,1,8,8,1,0,0,0,182.4,0,01/13/2026,06/30/2026,22.8,8,6,6,0.435486,219,36.5,1,1,1,1,1,1,6,6,1,0,0,0,136.8,0,01/17/2025,07/11/2025,22.8,6,2,2,0.145162,85,1.5,0,0,0,0,0,0,2,2,0,0,0,0,45.6,0,0,2,0.333333333333,0.333333333333,0.333333333333,0.38812785388,0.041095890411,0,0,0,0,0,0,0.333333333333,0.333333333333,0,0,0,0,0.33333333,0,0,0.333333
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Double Blackberry 6/4/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",6,6,0.435486,336,56,1,1,1,1,1,1,6,6,1,0,0,0,205.5,0,02/10/2026,07/08/2026,34.25,6,8,8,0.580648,432,54,1,1,1,1,1,1,8,8,1,0,0,0,274,0,02/25/2025,07/15/2025,34.25,8,-2,-2,-0.145162,-96,2,0,0,0,0,0,0,-2,-2,0,0,0,0,-68.5,0,0,-2,-0.25,-0.25,-0.25,-0.22222222222,0.037037037037,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,-0.25,0,0,-0.25
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Arms Race Pale Ale 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",5,5,0.362905,190,38,1,1,1,1,1,1,5,5,1,0,0,0,114,0,01/23/2026,07/14/2026,22.8,5,5,5,0.362905,182.5,36.5,1,1,1,1,1,1,5,5,1,0,0,0,114,0,01/07/2025,05/30/2025,22.8,5,0,0,0,7.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04109589041,0.041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Citrus Surfer Lime 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",5,5,0.362905,190,38,1,1,1,1,1,1,5,5,1,0,0,0,116.25,0,05/22/2026,06/30/2026,23.25,5,9,9,0.653228,328.5,36.5,1,1,1,1,1,1,9,9,1,0,0,0,209.25,0,05/02/2025,07/01/2025,23.25,8,-4,-4,-0.290323,-138.5,1.5,0,0,0,0,0,0,-4,-4,0,0,0,0,-93,0,0,-3,-0.444444444444,-0.444444444444,-0.444443593967,-0.42161339422,0.041095890411,0,0,0,0,0,0,-0.444444444444,-0.444444444444,0,0,0,0,-0.44444444,0,0,-0.375
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Eddy Variety Pack 2/12/12oz can #6,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",5,5,0.362903,182.5,36.5,1,1,1,1,1,1,5,5,1,0,0,0,114,0,01/30/2026,01/30/2026,22.8,1,44,44,3.193546,1606,36.5,1,1,1,1,1,1,44,44,1,0,0,0,1003.2,0,01/03/2025,07/03/2025,22.8,18,-39,-39,-2.830643,-1423.5,0,0,0,0,0,0,0,-39,-39,0,0,0,0,-889.2,0,0,-17,-0.886363636364,-0.886363636364,-0.88636362213,-0.88636363636,0,0,0,0,0,0,0,-0.886363636364,-0.886363636364,0,0,0,0,-0.88636364,0,0,-0.944444
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Neighborhood Beer 1/6 Barrel Keg,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",4.586666,2,0.332904,134,67,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,90,0,05/05/2026,06/02/2026,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4.586666,2,0.332904,134,67,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,90,0,45,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Summer Jam 6/4/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",4,4,0.290324,224,56,1,1,1,1,1,1,4,4,1,0,0,0,137,0,05/05/2026,06/30/2026,34.25,4,6,6,0.435486,324,54,1,1,1,1,1,1,6,6,1,0,0,0,0,0,05/28/2025,07/15/2025,0,6,-2,-2,-0.145162,-100,2,0,0,0,0,0,0,-2,-2,0,0,0,0,137,0,34.25,-2,-0.333333333333,-0.333333333333,-0.333333333333,-0.30864197531,0.037037037037,0,0,0,0,0,0,-0.333333333333,-0.333333333333,0,0,0,0,1,0,1,-0.333333
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Easy Eddy 6/4/16oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",3.999999,3,0.290322,148.5,49.5,1,1,1,1,1,1,3.999999,3.999999,1,0,0,0,0,0,03/17/2026,06/26/2026,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,3.999999,3,0.290322,148.5,49.5,1,1,1,1,1,1,3.999999,3.999999,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Color TV 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",3,3,0.217743,168,56,1,1,1,1,1,1,3,3,1,0,0,0,162,0,02/27/2026,03/20/2026,54,3,7,7,0.508066,392,56,1,1,1,1,1,1,7,7,1,0,0,0,378,0,05/02/2025,07/03/2025,54,6,-4,-4,-0.290323,-224,0,0,0,0,0,0,0,-4,-4,0,0,0,0,-216,0,0,-3,-0.571428571429,-0.571428571429,-0.571427727894,-0.57142857143,0,0,0,0,0,0,0,-0.571428571429,-0.571428571429,0,0,0,0,-0.57142857,0,0,-0.5
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Moon Rabbit 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",3,3,0.217743,114,38,1,1,1,1,1,1,3,3,1,0,0,0,68.4,0,01/30/2026,02/24/2026,22.8,3,5,5,0.362905,182.5,36.5,1,1,1,1,1,1,5,5,1,0,0,0,114,0,02/11/2025,06/03/2025,22.8,5,-2,-2,-0.145162,-68.5,1.5,0,0,0,0,0,0,-2,-2,0,0,0,0,-45.6,0,0,-2,-0.4,-0.4,-0.4,-0.37534246575,0.041095890411,0,0,0,0,0,0,-0.4,-0.4,0,0,0,0,-0.4,0,0,-0.4
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Citrus Surfer 1/6 Barrel Keg,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,46.5,0,02/10/2026,02/10/2026,46.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,46.5,0,46.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Strawberry Jam 6/4/12oz can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",2,2,0.145162,112,56,1,1,1,1,1,1,2,2,1,0,0,0,68.5,0,01/30/2026,03/03/2026,34.25,2,10,10,0.72581,540,54,1,1,1,1,1,1,10,10,1,0,0,0,342.5,0,02/25/2025,06/06/2025,34.25,10,-8,-8,-0.580648,-428,2,0,0,0,0,0,0,-8,-8,0,0,0,0,-274,0,0,-8,-0.8,-0.8,-0.8,-0.79259259259,0.037037037037,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,-0.8,0,0,-0.8
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Burch The Bear 4/6/12oz can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",1,1,0.072581,33.5,33.5,1,1,1,1,1,1,1,1,1,0,0,0,23.25,0,01/13/2026,01/13/2026,23.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,33.5,33.5,1,1,1,1,1,1,1,1,1,0,0,0,23.25,0,23.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,3197531616,1044,2740896,20260128,Boomtown 4/6/12oz Can,SUPERMARKET,"TYLER MOSENA 542- Golden Eagle - Mt Pleasant, IA",1,1,0.072581,33.5,33.5,1,1,1,1,1,1,1,1,1,0,0,0,23.25,0,01/13/2026,01/13/2026,23.25,1,7,7,0.508066,234.5,33.5,1,1,1,1,1,1,7,7,1,0,0,0,162.75,0,01/07/2025,07/01/2025,23.25,6,-6,-6,-0.435485,-201,0,0,0,0,0,0,0,-6,-6,0,0,0,0,-139.5,0,0,-5,-0.857142857143,-0.857142857143,-0.857142575965,-0.85714285714,0,0,0,0,0,0,0,-0.857142857143,-0.857142857143,0,0,0,0,-0.85714286,0,0,-0.833333
