,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
OFF,HY VEE FOOD STORE #1875,823 2ND ST,WEBSTER CITY,IA,50595,5158323117,1875,2740931,20251112,Royal Eddy 4/6/12oz Can,SUPERMARKET,"BRANDON RATCLIFF 28- Humes Dist, IA",3,3,0.217743,109.5,36.5,1,1,1,1,1,1,3,3,1,0,0,0,75.75,0,02/13/2026,03/27/2026,25.25,3,2,2,0.145162,73.5,36.75,1,1,1,1,1,1,2,2,1,0,0,0,50.5,0,01/28/2025,05/20/2025,25.25,2,1,1,0.072581,36,-0.25,0,0,0,0,0,0,1,1,0,0,0,0,25.25,0,0,1,0.5,0.5,0.5,0.48979591837,-0.006802721088,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5
OFF,HY VEE FOOD STORE #1875,823 2ND ST,WEBSTER CITY,IA,50595,5158323117,1875,2740931,20251112,Citrus Surfer Lime 4/6/12oz Can,SUPERMARKET,"BRANDON RATCLIFF 28- Humes Dist, IA",2,2,0.145162,68,34,1,1,1,1,1,1,2,2,1,0,0,0,46.5,0,04/17/2026,06/05/2026,23.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2,2,0.145162,68,34,1,1,1,1,1,1,2,2,1,0,0,0,46.5,0,23.25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1875,823 2ND ST,WEBSTER CITY,IA,50595,5158323117,1875,2740931,20251112,Wild Eddy 4/6/12oz Can,SUPERMARKET,"BRANDON RATCLIFF 28- Humes Dist, IA",2,2,0.145162,73,36.5,1,1,1,1,1,1,2,2,1,0,0,0,50.5,0,03/17/2026,05/29/2026,25.25,2,2,2,0.145162,73,36.5,1,1,1,1,1,1,2,2,1,0,0,0,50.5,0,05/06/2025,06/13/2025,25.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFF,HY VEE FOOD STORE #1875,823 2ND ST,WEBSTER CITY,IA,50595,5158323117,1875,2740931,20251112,Neighborhood Beer 4/6/12oz Can,SUPERMARKET,"BRANDON RATCLIFF 28- Humes Dist, IA",1,1,0.072581,30,30,1,1,1,1,1,1,1,1,1,0,0,0,20.4,0,03/24/2026,03/24/2026,20.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,30,30,1,1,1,1,1,1,1,1,1,0,0,0,20.4,0,20.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1875,823 2ND ST,WEBSTER CITY,IA,50595,5158323117,1875,2740931,20251112,Citrus Surfer 2/12/12oz Can,SUPERMARKET,"BRANDON RATCLIFF 28- Humes Dist, IA",1,1,0.072581,33.55,33.55,1,1,1,1,1,1,1,1,1,0,0,0,23.25,0,04/17/2026,04/17/2026,23.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,33.55,33.55,1,1,1,1,1,1,1,1,1,0,0,0,23.25,0,23.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1875,823 2ND ST,WEBSTER CITY,IA,50595,5158323117,1875,2740931,20251112,Arms Race Pale Ale 4/6/12oz Can,SUPERMARKET,"BRANDON RATCLIFF 28- Humes Dist, IA",1,1,0.072581,34,34,1,1,1,1,1,1,1,1,1,0,0,0,25.25,0,04/17/2026,04/17/2026,25.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,34,34,1,1,1,1,1,1,1,1,1,0,0,0,25.25,0,25.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE FOOD STORE #1875,823 2ND ST,WEBSTER CITY,IA,50595,5158323117,1875,2740931,20251112,Citrus Surfer Lemon Berry 4/6/12oz,SUPERMARKET,"BRANDON RATCLIFF 28- Humes Dist, IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,33.55,33.55,1,1,1,1,1,1,1,1,1,0,0,0,23.25,0,02/18/2025,02/18/2025,23.25,1,-1,-1,-0.072581,-33.55,-33.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-23.25,0,-23.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Easy Eddy 2/12/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",24,24,1.741936,892.5,37.1875,1,1,1,1,1,1,24,24,1,0,0,0,606,0,01/06/2026,07/16/2026,25.25,15,13,13,0.943547,490.75,37.75,1,1,1,1,1,1,13,13,1,0,0,0,328.25,0,01/08/2025,07/17/2025,25.25,6,11,11,0.798389,401.75,-0.5625,0,0,0,0,0,0,11,11,0,0,0,0,277.75,0,0,9,0.846153846154,0.846153846154,0.846157107171,0.81864493123,-0.014900662252,0,0,0,0,0,0,0.846153846154,0.846153846154,0,0,0,0,0.84615385,0,0,1.5
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Easy Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",19,19,1.379037,693.5,36.5,1,1,1,1,1,1,19,19,1,0,0,0,479.75,0,01/20/2026,07/16/2026,25.25,17,17,17,1.233877,627.5,36.91176470588,1,1,1,1,1,1,17,17,1,0,0,0,429.25,0,01/08/2025,07/17/2025,25.25,16,2,2,0.14516,66,-0.41176470588,0,0,0,0,0,0,2,2,0,0,0,0,50.5,0,0,1,0.117647058824,0.117647058824,0.117645437916,0.10517928287,-0.011155378486,0,0,0,0,0,0,0.117647058824,0.117647058824,0,0,0,0,0.11764706,0,0,0.0625
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Tigerhawk 2/12/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",18,18,1.306451,531.25,29.51388888889,1,1,1,1,1,1,18,18,1,0,0,0,367.2,0,06/09/2026,07/09/2026,20.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,18,18,1.306451,531.25,29.51388888889,1,1,1,1,1,1,18,18,1,0,0,0,367.2,0,20.4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Eddy Variety Pack 2/12/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",17,17,1.23387,619,36.41176470588,1,1,1,1,1,1,17,17,1,0,0,0,429.25,0,02/12/2026,07/16/2026,25.25,10,8,8,0.580646,290.8,36.35,1,1,1,1,1,1,8,8,1,0,0,0,202,0,05/29/2025,07/15/2025,25.25,5,9,9,0.653224,328.2,0.06176470588,0,0,0,0,0,0,9,9,0,0,0,0,227.25,0,0,5,1.125,1.125,1.124995263896,1.12861072902,0.001699166599,0,0,0,0,0,0,1.125,1.125,0,0,0,0,1.125,0,0,1
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Zero Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",6,6,0.435485,219,36.5,1,1,1,1,1,1,6,6,1,0,0,0,151.5,0,02/12/2026,06/30/2026,25.25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,6,6,0.435485,219,36.5,1,1,1,1,1,1,6,6,1,0,0,0,151.5,0,25.25,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Wild Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",6,6,0.435486,219,36.5,1,1,1,1,1,1,6,6,1,0,0,0,151.5,0,01/22/2026,06/23/2026,25.25,6,4,4,0.290324,146,36.5,1,1,1,1,1,1,4,4,1,0,0,0,101,0,04/24/2025,07/08/2025,25.25,4,2,2,0.145162,73,0,0,0,0,0,0,0,2,2,0,0,0,0,50.5,0,0,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Citrus Surfer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",6,6,0.435485,204,34,1,1,1,1,1,1,6,6,1,0,0,0,139.5,0,02/12/2026,06/04/2026,23.25,5,8,8,0.580647,272,34,1,1,1,1,1,1,8,8,1,0,0,0,186,0,01/16/2025,07/15/2025,23.25,7,-2,-2,-0.145162,-68,0,0,0,0,0,0,0,-2,-2,0,0,0,0,-46.5,0,0,-2,-0.25,-0.25,-0.250000430554,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,-0.25,0,0,-0.285714
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Citrus Surfer Lime 4/6/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",3,3,0.217743,102,34,1,1,1,1,1,1,3,3,1,0,0,0,69.75,0,01/22/2026,05/14/2026,23.25,3,6,6,0.435486,204,34,1,1,1,1,1,1,6,6,1,0,0,0,139.5,0,04/10/2025,06/26/2025,23.25,6,-3,-3,-0.217743,-102,0,0,0,0,0,0,0,-3,-3,0,0,0,0,-69.75,0,0,-3,-0.5,-0.5,-0.5,-0.5,0,0,0,0,0,0,0,-0.5,-0.5,0,0,0,0,-0.5,0,0,-0.5
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Easy Eddy 1/12/19.2 oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",1.6,2,0.11613,63.1,31.55,1,1,1,1,1,1,1.6,1.6,1,0,0,0,36.58,0,02/26/2026,05/12/2026,18.29,2,3.2,4,0.23226,126.2,31.55,1,1,1,1,1,1,3.2,3.2,1,0,0,0,73.16,0,02/20/2025,06/05/2025,18.29,3,-1.6,-2,-0.11613,-63.1,0,0,0,0,0,0,0,-1.6,-1.6,0,0,0,0,-36.58,0,0,-1,-0.5,-0.5,-0.5,-0.5,0,0,0,0,0,0,0,-0.5,-0.5,0,0,0,0,-0.5,0,0,-0.333333
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Neighborhood Beer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",1,1,0.072581,30,30,1,1,1,1,1,1,1,1,1,0,0,0,20.4,0,02/19/2026,02/19/2026,20.4,1,6,6,0.435486,180,30,1,1,1,1,1,1,6,6,1,0,0,0,0,0,04/10/2025,06/26/2025,0,5,-5,-5,-0.362905,-150,0,0,0,0,0,0,0,-5,-5,0,0,0,0,20.4,0,20.4,-4,-0.833333333333,-0.833333333333,-0.833333333333,-0.83333333333,0,0,0,0,0,0,0,-0.833333333333,-0.833333333333,0,0,0,0,1,0,1,-0.8
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Easy Going 4/6/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",1,1,0.072581,36.5,36.5,1,1,1,1,1,1,1,1,1,0,0,0,25.25,0,07/16/2026,07/16/2026,25.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,1,1,0.072581,36.5,36.5,1,1,1,1,1,1,1,1,1,0,0,0,25.25,0,25.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Arms Race Pale Ale 4/6/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2,2,0.145162,68,34,1,1,1,1,1,1,2,2,1,0,0,0,50.5,0,03/20/2025,05/28/2025,25.25,2,-2,-2,-0.145162,-68,-34,-1,-1,-1,-1,-1,-1,-2,-2,-1,0,0,0,-50.5,0,-25.25,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1
OFF,HY VEE WINE & SPIRITS #1192,1511 2ND AVE N,FORT DODGE,IA,50501,5155762333,1192,3303673,20260702,Citrus Surfer Variety Pack 2/12/12oz Can,LIQUOR/PACKAGE STORE,"NATHAN HELMER 04- Humes Dist, IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4,4,0.290323,136,34,1,1,1,1,1,1,4,4,1,0,0,0,93,0,05/29/2025,07/08/2025,23.25,3,-4,-4,-0.290323,-136,-34,-1,-1,-1,-1,-1,-1,-4,-4,-1,0,0,0,-93,0,-23.25,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1
