,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Driftless Eddy 1/2 Barrel Keg,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,172.222225,25,12.5,4850,194,1,1,1,1,1,1,172.222225,172.222225,1,0,0,0,0,0,05/13/2026,07/10/2026,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,172.222225,25,12.5,4850,194,1,1,1,1,1,1,172.222225,172.222225,1,0,0,0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Arms Race Pale Ale 1/2 Barrel Keg,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,165.333336,24,12,3936,164,1,1,1,1,1,1,165.333336,165.333336,1,0,0,0,0,0,05/13/2026,06/03/2026,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,165.333336,24,12,3936,164,1,1,1,1,1,1,165.333336,165.333336,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Rainbow Connection 1/2 Barrel Keg,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,165.333336,24,12,5928,247,1,1,1,1,1,1,165.333336,165.333336,1,0,0,0,0,0,05/13/2026,06/26/2026,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,165.333336,24,12,5928,247,1,1,1,1,1,1,165.333336,165.333336,1,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Color TV 1/2 Barrel,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,165.333336,24,12,5928,247,1,1,1,1,1,1,165.333336,165.333336,1,0,0,0,0,0,05/13/2026,06/23/2026,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,165.333336,24,12,5928,247,1,1,1,1,1,1,165.333336,165.333336,1,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Royal Eddy 1/2 Barrel Keg,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,151.555558,22,11,4268,194,1,1,1,1,1,1,151.555558,151.555558,1,0,0,0,0,0,05/13/2026,07/10/2026,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,151.555558,22,11,4268,194,1,1,1,1,1,1,151.555558,151.555558,1,0,0,0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Dank Eddy 1/2 Barrel Keg,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,89.555557,13,6.5,2522,194,1,1,1,1,1,1,89.555557,89.555557,1,0,0,0,0,0,05/15/2026,06/02/2026,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,89.555557,13,6.5,2522,194,1,1,1,1,1,1,89.555557,89.555557,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Easy Eddy 4/6/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,75,75,5.443548,2880,38.4,1,1,1,1,1,1,75,75,1,0,0,0,0,0,05/14/2026,07/14/2026,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,75,75,5.443548,2880,38.4,1,1,1,1,1,1,75,75,1,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Mango Eddy 1/2 Barrel Keg,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,68.888889,10,5,1940,194,1,1,1,1,1,1,68.888889,68.888889,1,0,0,0,0,0,07/10/2026,07/14/2026,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,68.888889,10,5,1940,194,1,1,1,1,1,1,68.888889,68.888889,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Eddy Variety Pack 2/12/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,67,67,4.862902,2251.2,33.6,1,1,1,1,1,1,67,67,1,0,0,0,0,0,05/22/2026,07/14/2026,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,67,67,4.862902,2251.2,33.6,1,1,1,1,1,1,67,67,1,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Zero Eddy 4/6/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,60,60,4.354839,2304,38.4,1,1,1,1,1,1,60,60,1,0,0,0,0,0,05/21/2026,07/14/2026,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,60,60,4.354839,2304,38.4,1,1,1,1,1,1,60,60,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Easy Going 4/6/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,57,57,4.137098,6701.2,117.5649122807,1,1,1,1,1,1,57,57,1,0,0,0,0,0,05/13/2026,07/10/2026,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,57,57,4.137098,6701.2,117.5649122807,1,1,1,1,1,1,57,57,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,DIP 1/2 Barrel Keg,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,55.111112,8,4,1552,194,1,1,1,1,1,1,55.111112,55.111112,1,0,0,0,0,0,07/10/2026,07/14/2026,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,55.111112,8,4,1552,194,1,1,1,1,1,1,55.111112,55.111112,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Citrus Surfer 4/6/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,54,54,3.919355,1900.8,35.2,1,1,1,1,1,1,54,54,1,0,0,0,0,0,05/14/2026,07/17/2026,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,54,54,3.919355,1900.8,35.2,1,1,1,1,1,1,54,54,1,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Citrus Surfer Lime 4/6/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,49,49,3.556453,1724.8,35.2,1,1,1,1,1,1,49,49,1,0,0,0,0,0,05/14/2026,07/10/2026,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,49,49,3.556453,1724.8,35.2,1,1,1,1,1,1,49,49,1,0,0,0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Neighborhood Beer 4/6/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,45,45,3.266128,1440,32,1,1,1,1,1,1,45,45,1,0,0,0,1017,0,05/14/2026,06/30/2026,22.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,45,45,3.266128,1440,32,1,1,1,1,1,1,45,45,1,0,0,0,1017,0,22.6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Citrus Surfer POG 1/2 Barrel Keg,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,41.333334,6,3,984,164,1,1,1,1,1,1,41.333334,41.333334,1,0,0,0,0,0,07/03/2026,07/10/2026,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,41.333334,6,3,984,164,1,1,1,1,1,1,41.333334,41.333334,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Easy Eddy 2/12/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,36,36,2.612903,1209.6,33.6,1,1,1,1,1,1,36,36,1,0,0,0,0,0,05/22/2026,06/09/2026,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,36,36,2.612903,1209.6,33.6,1,1,1,1,1,1,36,36,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Neighborhood Beer 2/12/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,36,36,2.612903,979.2,27.2,1,1,1,1,1,1,36,36,1,0,0,0,813.6,0,05/22/2026,07/03/2026,22.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,36,36,2.612903,979.2,27.2,1,1,1,1,1,1,36,36,1,0,0,0,813.6,0,22.6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Citrus Surfer Waverunner 1/2 Barrel Keg,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,34.444445,5,2.5,820,164,1,1,1,1,1,1,34.444445,34.444445,1,0,0,0,0,0,07/03/2026,07/10/2026,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,34.444445,5,2.5,820,164,1,1,1,1,1,1,34.444445,34.444445,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Royal Eddy 4/6/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,32,32,2.322579,1228.8,38.4,1,1,1,1,1,1,32,32,1,0,0,0,0,0,05/14/2026,07/10/2026,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,32,32,2.322579,1228.8,38.4,1,1,1,1,1,1,32,32,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Summer Jam 6/4/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,26,26,1.887096,1497.6,57.6,1,1,1,1,1,1,26,26,1,0,0,0,0,0,05/14/2026,05/27/2026,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,26,26,1.887096,1497.6,57.6,1,1,1,1,1,1,26,26,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
ON,BIG GROVE BREWERY,7060 MISSION RD,PRAIRIE VILLAGE,KS,66208,9134316700,,4961508,0,Wild Eddy 4/6/12oz Can,TASTING ROOM,KS SLS ROUTE 56 LAVENDER KS56- Central States Bev.,25,25,1.814516,960,38.4,1,1,1,1,1,1,25,25,1,0,0,0,0,0,05/14/2026,07/10/2026,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,25,25,1.814516,960,38.4,1,1,1,1,1,1,25,25,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
