,,,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected,No Filters Selected
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Easy Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",41,41,2.975807,1476,36,1,1,1,1,1,1,41,41,1,0,0,0,1107,0,01/22/2026,07/16/2026,27,23,32,32,2.32258,1152,36,1,1,1,1,1,1,32,32,1,0,0,0,0,0,02/13/2025,07/14/2025,0,18,9,9,0.653227,324,0,0,0,0,0,0,0,9,9,0,0,0,0,1107,0,27,5,0.28125,0.28125,0.281250592014,0.28125,0,0,0,0,0,0,0,0.28125,0.28125,0,0,0,0,1,0,1,0.277778
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Citrus Surfer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",31,31,2.250003,1023,33,1,1,1,1,1,1,31,31,1,0,0,0,767.25,0,01/22/2026,07/16/2026,24.75,21,18,18,1.306451,594,33,1,1,1,1,1,1,18,18,1,0,0,0,0,0,02/13/2025,07/07/2025,0,11,13,13,0.943552,429,0,0,0,0,0,0,0,13,13,0,0,0,0,767.25,0,24.75,10,0.722222222222,0.722222222222,0.722225326476,0.72222222222,0,0,0,0,0,0,0,0.722222222222,0.722222222222,0,0,0,0,1,0,1,0.909091
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Easy Eddy 2/12/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",23.5,23.5,1.705645,808.75,34.41489361702,1,1,1,1,1,1,23.5,23.5,1,0,0,0,634.5,0,01/05/2026,06/29/2026,27,7,10,10,0.725806,332.5,33.25,1,1,1,1,1,1,10,10,1,0,0,0,0,0,05/01/2025,06/26/2025,0,2,13.5,13.5,0.979839,476.25,1.16489361702,0,0,0,0,0,0,13.5,13.5,0,0,0,0,634.5,0,27,5,1.35,1.35,1.350001240001,1.43233082707,0.035034394497,0,0,0,0,0,0,1.35,1.35,0,0,0,0,1,0,1,2.5
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Citrus Surfer Variety Pack 2/12/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",19,19,1.379032,595,31.31578947368,1,1,1,1,1,1,19,19,1,0,0,0,470.25,0,03/26/2026,06/29/2026,24.75,6,16,16,1.16129,484,30.25,1,1,1,1,1,1,16,16,1,0,0,0,0,0,05/01/2025,06/26/2025,0,2,3,3,0.217742,111,1.06578947368,0,0,0,0,0,0,3,3,0,0,0,0,470.25,0,24.75,4,0.1875,0.1875,0.187500107639,0.22933884298,0.035232709874,0,0,0,0,0,0,0.1875,0.1875,0,0,0,0,1,0,1,2
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Neighborhood Beer 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",18,18,1.306454,540,30,1,1,1,1,1,1,18,18,1,0,0,0,392.4,0,01/15/2026,06/11/2026,21.8,10,8,8,0.580646,240,30,1,1,1,1,1,1,8,8,1,0,0,0,0,0,04/07/2025,07/07/2025,0,6,10,10,0.725808,300,0,0,0,0,0,0,0,10,10,0,0,0,0,392.4,0,21.8,4,1.25,1.25,1.25000086111,1.25,0,0,0,0,0,0,0,1.25,1.25,0,0,0,0,1,0,1,0.666667
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Zero Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",15,15,1.088713,540,36,1,1,1,1,1,1,15,15,1,0,0,0,405,0,01/08/2026,07/16/2026,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,15,15,1.088713,540,36,1,1,1,1,1,1,15,15,1,0,0,0,405,0,27,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Citrus Surfer Lime 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",10,10,0.725806,330,33,1,1,1,1,1,1,10,10,1,0,0,0,247.5,0,01/29/2026,06/25/2026,24.75,6,10,10,0.725807,330,33,1,1,1,1,1,1,10,10,1,0,0,0,0,0,04/07/2025,07/07/2025,0,7,0,0,-0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.5,0,24.75,-1,0,0,-1.377777E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.142857
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Wild Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",9.75,9.75,0.707664,351,36,1,1,1,1,1,1,9.75,9.75,1,0,0,0,263.25,0,01/29/2026,06/22/2026,27,9,12,12,0.870967,432,36,1,1,1,1,1,1,12,12,1,0,0,0,0,0,03/06/2025,07/07/2025,0,7,-2.25,-2.25,-0.163303,-81,0,0,0,0,0,0,0,-2.25,-2.25,0,0,0,0,263.25,0,27,2,-0.1875,-0.1875,-0.187496196756,-0.1875,0,0,0,0,0,0,0,-0.1875,-0.1875,0,0,0,0,1,0,1,0.285714
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Color TV 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",9,9,0.653227,486,54,1,1,1,1,1,1,9,9,1,0,0,0,364.5,0,03/05/2026,05/21/2026,40.5,7,6,6,0.435484,324,54,1,1,1,1,1,1,6,6,1,0,0,0,0,0,04/10/2025,05/27/2025,0,3,3,3,0.217743,162,0,0,0,0,0,0,0,3,3,0,0,0,0,364.5,0,40.5,4,0.5,0.5,0.500002296296,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,1,1.333333
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Royal Eddy 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",8.25,8.25,0.598793,297,36,1,1,1,1,1,1,8.25,8.25,1,0,0,0,222.75,0,02/02/2026,06/22/2026,27,9,14,14,1.01613,504,36,1,1,1,1,1,1,14,14,1,0,0,0,0,0,01/30/2025,07/07/2025,0,10,-5.75,-5.75,-0.417337,-207,0,0,0,0,0,0,0,-5.75,-5.75,0,0,0,0,222.75,0,27,-1,-0.410714285714,-0.410714285714,-0.41071221202,-0.41071428571,0,0,0,0,0,0,0,-0.410714285714,-0.410714285714,0,0,0,0,1,0,1,-0.1
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Moon Rabbit 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",5,5,0.362903,180,36,1,1,1,1,1,1,5,5,1,0,0,0,135,0,01/29/2026,03/05/2026,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,5,5,0.362903,180,36,1,1,1,1,1,1,5,5,1,0,0,0,135,0,27,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Easy Eddy 1/6 Barrel Keg,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",4.586666,2,0.332904,180,90,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,126,0,01/29/2026,05/28/2026,63,2,13.759998,6,0.998712,540,90,1,1,1,1,1,1,13.759998,13.759998,1,0,0,0,0,0,01/02/2025,07/10/2025,0,6,-9.173332,-4,-0.665808,-360,0,0,0,0,0,0,0,-9.173332,-9.173332,0,0,0,0,126,0,63,-4,-0.666666666667,-0.666666666667,-0.666666666667,-0.66666666667,0,0,0,0,0,0,0,-0.666666666667,-0.666666666667,0,0,0,0,1,0,1,-0.666667
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Neighborhood Beer 1/6 Barrel Keg,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",4.586666,2,0.332904,134,67,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,90.5,0,04/13/2026,06/01/2026,45.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4.586666,2,0.332904,134,67,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,90.5,0,45.25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Easy Going 4/6/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",4,4,0.290323,144,36,1,1,1,1,1,1,4,4,1,0,0,0,108,0,03/05/2026,05/07/2026,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,4,4,0.290323,144,36,1,1,1,1,1,1,4,4,1,0,0,0,108,0,27,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Strawberry Jam 6/4/12oz can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",3,3,0.217742,162,54,1,1,1,1,1,1,3,3,1,0,0,0,121.5,0,01/29/2026,04/30/2026,40.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,3,3,0.217742,162,54,1,1,1,1,1,1,3,3,1,0,0,0,121.5,0,40.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Silo Amber 1/6 Barrel Keg,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,49,0,06/29/2026,06/29/2026,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,49,0,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Citrus Surfer 1/6 Barrel Keg,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",2.293333,1,0.166452,70,70,1,1,1,1,1,1,2.293333,2.293333,1,0,0,0,49,0,05/28/2026,05/28/2026,49,1,4.586666,2,0.332904,140,70,1,1,1,1,1,1,4.586666,4.586666,1,0,0,0,0,0,05/22/2025,07/02/2025,0,2,-2.293333,-1,-0.166452,-70,0,0,0,0,0,0,0,-2.293333,-2.293333,0,0,0,0,49,0,49,-1,-0.5,-0.5,-0.5,-0.5,0,0,0,0,0,0,0,-0.5,-0.5,0,0,0,0,1,0,1,-0.5
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Double Blackberry 6/4/12oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",2,2,0.145162,108,54,1,1,1,1,1,1,2,2,1,0,0,0,81,0,01/22/2026,03/30/2026,40.5,2,3.833333,3.833333,0.278227,207,54.00000469565,1,1,1,1,1,1,3.833333,3.833333,1,0,0,0,0,0,03/06/2025,05/29/2025,0,4,-1.833333,-1.833333,-0.133065,-99,-0.00000469565,0,0,0,0,0,0,-1.833333,-1.833333,0,0,0,0,81,0,40.5,-2,-0.478260824197,-0.478260824197,-0.478260557027,-0.47826086957,-8.6956E-08,0,0,0,0,0,0,-0.478260824197,-0.478260824197,0,0,0,0,1,0,1,-0.5
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Easy Eddy 1/12/19.2 oz Can,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",1.6,2,0.11613,54,27,1,1,1,1,1,1,1.6,1.6,1,0,0,0,45.9,0,03/16/2026,06/04/2026,22.95,2,7.2,9,0.522585,243,27,1,1,1,1,1,1,7.2,7.2,1,0,0,0,0,0,01/30/2025,07/07/2025,0,9,-5.6,-7,-0.406455,-189,0,0,0,0,0,0,0,-5.6,-5.6,0,0,0,0,45.9,0,22.95,-7,-0.777777777778,-0.777777777778,-0.777777777778,-0.77777777778,0,0,0,0,0,0,0,-0.777777777778,-0.777777777778,0,0,0,0,1,0,1,-0.777778
OFF,WINE BEER & SPIRITS,3435 OAK VIEW DR,OMAHA,NE,68144,4027047655,,4361752,20260716,Eddy Variety Pack 2/12/12oz can #6,LIQUOR/PACKAGE STORE,"VINNIE KENNA 2014- Quality Brands of Omaha, NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/0001,01/01/0001,0,0,31,31,2.249999,1045.75,33.73387096774,1,1,1,1,1,1,31,31,1,0,0,0,0,0,01/09/2025,06/26/2025,0,5,-31,-31,-2.249999,-1045.75,-33.73387096774,-1,-1,-1,-1,-1,-1,-31,-31,-1,0,0,0,0,0,0,-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
